(4, 3, {'free_bw': 10.835647776112022, 'delay': 2.6868581771850586, 'loss': 0.0, 'used_bw': 7.164352223887978, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(4, 8, {'free_bw': 9.99990405756546, 'delay': 2.417922019958496, 'loss': 0.0, 'used_bw': 9.594243453927343e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 5, {'free_bw': 26.999856086348192, 'delay': 3.1218528747558594, 'loss': 0.0, 'used_bw': 0.00014391365180892323, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(4, 6, {'free_bw': 3.8991523390643072, 'delay': 3.3254623413085938, 'loss': 0.001421329661651182, 'used_bw': 7.100847660935693, 'pkt_err': 0.0, 'pkt_drop': 7, 'distance': 25.0})
(3, 5, {'free_bw': 24.99990405756546, 'delay': 2.742886543273926, 'loss': 0.0, 'used_bw': 9.594243453928216e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.999904038384646, 'delay': 2.2072792053222656, 'loss': 0.0, 'used_bw': 9.596161535385936e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 20.767176494103403, 'delay': 2.573251724243164, 'loss': 0.0, 'used_bw': 2.2328235058965955, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(7, 6, {'free_bw': 10.765679792124795, 'delay': 2.6422739028930664, 'loss': 0.0, 'used_bw': 2.2343202078752054, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(7, 12, {'free_bw': 12.766319072371031, 'delay': 2.3550987243652344, 'loss': 0.0009287939390465664, 'used_bw': 2.2336809276289693, 'pkt_err': 0.0, 'pkt_drop': 3, 'distance': 30.0})
(7, 8, {'free_bw': 23.999808134305987, 'delay': 1.9054412841796875, 'loss': 0.0, 'used_bw': 0.0001918656940141976, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 10, {'free_bw': 23.99990405756546, 'delay': 4.42194938659668, 'loss': 0.0, 'used_bw': 9.594243453927343e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 2, {'free_bw': 24.450671729789228, 'delay': 3.1795501708984375, 'loss': 0.0017347872953640965, 'used_bw': 1.5493282702107725, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 38.08})
(8, 11, {'free_bw': 27.468251424003277, 'delay': 4.012465476989746, 'loss': 0.0017004149656612792, 'used_bw': 1.5317485759967233, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 40.31})
(10, 9, {'free_bw': 29.232554867079777, 'delay': 2.0078420639038086, 'loss': 0.001456811498745597, 'used_bw': 0.7674451329202239, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 31.62})
(10, 16, {'free_bw': 19.23495212393804, 'delay': 1.9881725311279297, 'loss': 0.0, 'used_bw': 0.7650478760619607, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(9, 2, {'free_bw': 20.99990405756546, 'delay': 2.7222633361816406, 'loss': 0.0, 'used_bw': 9.594243453927343e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.72})
(9, 1, {'free_bw': 25.232799520287852, 'delay': 0.3930330276489258, 'loss': 0.0014867470020647762, 'used_bw': 0.7672004797121487, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 31.62})
(12, 14, {'free_bw': 18.999856071964018, 'delay': 1.9849538803100586, 'loss': 0.0, 'used_bw': 0.00014392803598200742, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(12, 13, {'free_bw': 15.794165533786465, 'delay': 2.396821975708008, 'loss': 0.0009382800207975902, 'used_bw': 2.2058344662135356, 'pkt_err': 0.0, 'pkt_drop': 3, 'distance': 31.62})
(12, 11, {'free_bw': 17.696638144742042, 'delay': 2.6181936264038086, 'loss': 0.0014790171169340065, 'used_bw': 6.303361855257957, 'pkt_err': 0.0, 'pkt_drop': 7, 'distance': 50.0})
(16, 11, {'free_bw': 18.99990405756546, 'delay': 2.094149589538574, 'loss': 0.0, 'used_bw': 9.594243453927343e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.99})
(16, 15, {'free_bw': 24.999904047976013, 'delay': 1.601576805114746, 'loss': 0.0, 'used_bw': 9.595202398800495e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
