(4, 3, {'free_bw': 8.03807558488343, 'delay': 5.516767501831055, 'loss': 5.987773216253384e-05, 'used_bw': 9.96192441511657, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 33.54})
(4, 8, {'free_bw': 9.999904248952722, 'delay': 4.824280738830566, 'loss': 0.0, 'used_bw': 9.575104727708113e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 6, {'free_bw': 1.140640734091205, 'delay': 2.5010108947753906, 'loss': 0.0010676417616856384, 'used_bw': 9.859359265908795, 'pkt_err': 0.0, 'pkt_drop': 19, 'distance': 25.0})
(4, 5, {'free_bw': 26.999904019196162, 'delay': 4.706859588623047, 'loss': 0.0, 'used_bw': 9.598080383922824e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(3, 5, {'free_bw': 24.99985602879424, 'delay': 2.6024580001831055, 'loss': 0.0, 'used_bw': 0.00014397120575884237, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.999904019196162, 'delay': 0, 'loss': 0.0, 'used_bw': 9.598080383923697e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 13.22369838420092, 'delay': 3.828883171081543, 'loss': 0.0005548609861436999, 'used_bw': 9.77630161579908, 'pkt_err': 0.0, 'pkt_drop': 5, 'distance': 31.62})
(7, 6, {'free_bw': 3.2208608913375762, 'delay': 6.1599016189575195, 'loss': 0.000948900888233094, 'used_bw': 9.779139108662424, 'pkt_err': 0.0, 'pkt_drop': 9, 'distance': 31.62})
(7, 12, {'free_bw': 5.219647871808281, 'delay': 9.915351867675781, 'loss': 0.0010100378773659374, 'used_bw': 9.78035212819172, 'pkt_err': 0.0, 'pkt_drop': 10, 'distance': 30.0})
(7, 8, {'free_bw': 23.999904248952724, 'delay': 2.1158456802368164, 'loss': 0.0, 'used_bw': 9.575104727708113e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 2, {'free_bw': 16.246603630560386, 'delay': 0, 'loss': 0.0020713931148958454, 'used_bw': 9.753396369439614, 'pkt_err': 0.0, 'pkt_drop': 16, 'distance': 38.08})
