(4, 3, {'free_bw': 8.035604982560892, 'delay': 2.0987987518310547, 'loss': 4.325993869754095e-05, 'used_bw': 9.964395017439108, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 33.54})
(4, 8, {'free_bw': 9.999808650588001, 'delay': 1.140594482421875, 'loss': 0.0, 'used_bw': 0.00019134941199920935, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 6, {'free_bw': 1.127529646238024, 'delay': 4.908919334411621, 'loss': 4.369675952473968e-05, 'used_bw': 9.872470353761976, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 25.0})
(4, 5, {'free_bw': 26.999904325294, 'delay': 1.6044378280639648, 'loss': 0.0, 'used_bw': 9.567470599960468e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(3, 5, {'free_bw': 24.999856502242153, 'delay': 3.7935972213745117, 'loss': 0.0, 'used_bw': 0.00014349775784753573, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.999808669656204, 'delay': 4.129171371459961, 'loss': 0.0, 'used_bw': 0.0001913303437967143, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 13.23549295774689, 'delay': 2.302885055541992, 'loss': 0.0004919958292955794, 'used_bw': 9.76450704225311, 'pkt_err': 0.0, 'pkt_drop': 8, 'distance': 31.62})
(7, 6, {'free_bw': 3.233918883907073, 'delay': 0, 'loss': 0.0004919929257373526, 'used_bw': 9.766081116092927, 'pkt_err': 0.0, 'pkt_drop': 8, 'distance': 31.62})
(7, 12, {'free_bw': 5.233918883906185, 'delay': 0, 'loss': 0.0003616762609321131, 'used_bw': 9.766081116093815, 'pkt_err': 0.0, 'pkt_drop': 6, 'distance': 30.0})
(7, 8, {'free_bw': 23.999904325294, 'delay': 0, 'loss': 0.0, 'used_bw': 9.567470599960468e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 10, {'free_bw': 23.999904334828102, 'delay': 1.5501976013183594, 'loss': 0.0, 'used_bw': 9.566517189834847e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 2, {'free_bw': 16.236108021923126, 'delay': 0.1900196075439453, 'loss': 0.0004073799375025272, 'used_bw': 9.763891978076874, 'pkt_err': 0.0, 'pkt_drop': 6, 'distance': 38.08})
(8, 11, {'free_bw': 19.331950174389497, 'delay': 3.3479928970336914, 'loss': 0.0008230955321426937, 'used_bw': 9.668049825610504, 'pkt_err': 0.0, 'pkt_drop': 12, 'distance': 40.31})
(10, 9, {'free_bw': 21.182389636273715, 'delay': 0, 'loss': 0.000660812651931057, 'used_bw': 8.817610363726285, 'pkt_err': 0.0, 'pkt_drop': 8, 'distance': 31.62})
(10, 16, {'free_bw': 11.285812238389962, 'delay': 1.6509294509887695, 'loss': 0.00013710314579892276, 'used_bw': 8.714187761610038, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 41.23})
(9, 2, {'free_bw': 20.999904325294, 'delay': 0, 'loss': 0.0, 'used_bw': 9.567470599959602e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.72})
(9, 1, {'free_bw': 17.182056149465495, 'delay': 0, 'loss': 0.0006608181707461458, 'used_bw': 8.817943850534506, 'pkt_err': 0.0, 'pkt_drop': 8, 'distance': 31.62})
(12, 14, {'free_bw': 18.999904325294, 'delay': 4.447221755981445, 'loss': 0.0, 'used_bw': 9.567470599960468e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
