(4, 3, {'free_bw': 8.037348260695627, 'delay': 1.8682479858398438, 'loss': 4.1773580325996975e-05, 'used_bw': 9.962651739304373, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 33.54})
(4, 8, {'free_bw': 9.999904038384646, 'delay': 3.016233444213867, 'loss': 0.0, 'used_bw': 9.596161535385936e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 6, {'free_bw': 1.1560191923229777, 'delay': 1.577615737915039, 'loss': 0.0005760758360745378, 'used_bw': 9.843980807677022, 'pkt_err': 0.0, 'pkt_drop': 15, 'distance': 25.0})
(4, 5, {'free_bw': 26.99985605757697, 'delay': 4.282832145690918, 'loss': 0.0, 'used_bw': 0.00014394242303078907, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(3, 5, {'free_bw': 24.999904038384646, 'delay': 3.319263458251953, 'loss': 0.0, 'used_bw': 9.596161535385936e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.999904038384646, 'delay': 1.8829107284545898, 'loss': 0.0, 'used_bw': 9.596161535385065e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 16.992528158447712, 'delay': 1.986861228942871, 'loss': 0.0, 'used_bw': 6.007471841552286, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(7, 6, {'free_bw': 6.991268580574351, 'delay': 3.0504465103149414, 'loss': 0.0, 'used_bw': 6.008731419425649, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(7, 12, {'free_bw': 8.978399840063918, 'delay': 2.162456512451172, 'loss': 0.0, 'used_bw': 6.021600159936082, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(7, 8, {'free_bw': 23.999904038384646, 'delay': 3.130793571472168, 'loss': 0.0, 'used_bw': 9.596161535385936e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 10, {'free_bw': 23.999904038384646, 'delay': 2.25067138671875, 'loss': 0.0, 'used_bw': 9.596161535385936e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 2, {'free_bw': 25.05675512448757, 'delay': 2.311229705810547, 'loss': 0.0, 'used_bw': 0.9432448755124295, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 38.08})
(8, 11, {'free_bw': 28.072078392160805, 'delay': 0, 'loss': 0.0, 'used_bw': 0.9279216078391972, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 40.31})
(10, 9, {'free_bw': 29.99433426629348, 'delay': 2.1393299102783203, 'loss': 0.0, 'used_bw': 0.005665733706517447, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(10, 16, {'free_bw': 19.994238304678127, 'delay': 2.518773078918457, 'loss': 0.0, 'used_bw': 0.005761695321871306, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(9, 2, {'free_bw': 20.99985605757697, 'delay': 1.7893314361572266, 'loss': 0.0, 'used_bw': 0.00014394242303078907, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.72})
(9, 1, {'free_bw': 25.994286285485806, 'delay': 2.32088565826416, 'loss': 0.0, 'used_bw': 0.005713714514194376, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(12, 14, {'free_bw': 18.99985605757697, 'delay': 1.808762550354004, 'loss': 0.0, 'used_bw': 0.00014394242303078907, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(12, 11, {'free_bw': 14.25214714114345, 'delay': 0, 'loss': 0.0003898173478527835, 'used_bw': 9.74785285885655, 'pkt_err': 0.0, 'pkt_drop': 9, 'distance': 50.0})
(12, 13, {'free_bw': 12.03984164750557, 'delay': 2.1718740463256836, 'loss': 0.0, 'used_bw': 5.96015835249443, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(16, 11, {'free_bw': 18.999904028791363, 'delay': 0, 'loss': 0.0, 'used_bw': 9.597120863741163e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.99})
(16, 15, {'free_bw': 24.999904038384646, 'delay': 2.275228500366211, 'loss': 0.0, 'used_bw': 9.596161535385936e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(16, 17, {'free_bw': 16.629657736905152, 'delay': 2.9561519622802734, 'loss': 0.00012870993384016355, 'used_bw': 9.37034226309485, 'pkt_err': 0.0, 'pkt_drop': 4, 'distance': 50.0})
(11, 15, {'free_bw': 29.999904028791363, 'delay': 0, 'loss': 0.0, 'used_bw': 9.597120863741163e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(11, 14, {'free_bw': 29.077870238928295, 'delay': 0, 'loss': 0.0, 'used_bw': 0.922129761071706, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(15, 14, {'free_bw': 27.999904038384646, 'delay': 3.1877756118774414, 'loss': 0.0, 'used_bw': 9.596161535385936e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(15, 18, {'free_bw': 13.443735679296795, 'delay': 2.217888832092285, 'loss': 0.00019025567535829288, 'used_bw': 9.556264320703205, 'pkt_err': 0.0, 'pkt_drop': 4, 'distance': 20.0})
(15, 19, {'free_bw': 21.944485405837607, 'delay': 3.0792951583862305, 'loss': 0.0002290039868250939, 'used_bw': 6.055514594162393, 'pkt_err': 0.0, 'pkt_drop': 5, 'distance': 53.85})
