(4, 3, {'free_bw': 8.037101796406716, 'delay': 0.9032487869262695, 'loss': 5.6535582514477125e-05, 'used_bw': 9.962898203593284, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 33.54})
(4, 8, {'free_bw': 9.999904191616766, 'delay': 1.7552375793457031, 'loss': 0.0, 'used_bw': 9.580838323353745e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 6, {'free_bw': 1.1485248977154292, 'delay': 3.1718015670776367, 'loss': 0.0, 'used_bw': 9.85147510228457, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 25.0})
(4, 5, {'free_bw': 26.99985628742515, 'delay': 2.4261474609375, 'loss': 0.0, 'used_bw': 0.00014371257485029315, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(3, 5, {'free_bw': 24.99985630176629, 'delay': 1.9600391387939453, 'loss': 0.0, 'used_bw': 0.00014369823370921452, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.99990420117753, 'delay': 1.8526315689086914, 'loss': 0.0, 'used_bw': 9.579882247280967e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 13.243142685611948, 'delay': 2.305150032043457, 'loss': 0.00035586365840403305, 'used_bw': 9.756857314388052, 'pkt_err': 0.0, 'pkt_drop': 4, 'distance': 31.62})
(7, 6, {'free_bw': 3.2420040016007334, 'delay': 3.0018091201782227, 'loss': 0.0007567360877413094, 'used_bw': 9.757995998399267, 'pkt_err': 0.0, 'pkt_drop': 8, 'distance': 31.62})
(7, 12, {'free_bw': 5.2414597839136565, 'delay': 2.6546716690063477, 'loss': 0.0008119465529012645, 'used_bw': 9.758540216086343, 'pkt_err': 0.0, 'pkt_drop': 9, 'distance': 30.0})
(7, 8, {'free_bw': 23.999903961584632, 'delay': 4.55784797668457, 'loss': 0.0, 'used_bw': 9.603841536614555e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 2, {'free_bw': 16.24061162813919, 'delay': 2.270221710205078, 'loss': 0.000914336925197277, 'used_bw': 9.759388371860807, 'pkt_err': 0.0, 'pkt_drop': 8, 'distance': 38.08})
(8, 11, {'free_bw': 19.334354047832985, 'delay': 1.959681510925293, 'loss': 0.0005566891172493003, 'used_bw': 9.665645952167015, 'pkt_err': 0.0, 'pkt_drop': 5, 'distance': 40.31})
