(4, 3, {'free_bw': 10.2534298280687, 'delay': 3.9985179901123047, 'loss': 0.00014495186041007166, 'used_bw': 7.7465701719313005, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 33.54})
(4, 8, {'free_bw': 9.999808076769293, 'delay': 0, 'loss': 0.0, 'used_bw': 0.00019192323070771873, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 6, {'free_bw': 3.3256771614193736, 'delay': 2.357602119445801, 'loss': 0.0, 'used_bw': 7.674322838580626, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 25.0})
(4, 5, {'free_bw': 26.99985605757697, 'delay': 3.201723098754883, 'loss': 0.0, 'used_bw': 0.00014394242303078907, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(3, 5, {'free_bw': 24.99985605757697, 'delay': 2.155423164367676, 'loss': 0.0, 'used_bw': 0.00014394242303078907, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.99985605757697, 'delay': 2.2722482681274414, 'loss': 0.0, 'used_bw': 0.00014394242303078907, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 20.23982648675665, 'delay': 2.1588802337646484, 'loss': 0.001200795598465492, 'used_bw': 2.7601735132433483, 'pkt_err': 0.0, 'pkt_drop': 4, 'distance': 31.62})
(7, 6, {'free_bw': 10.238823788105977, 'delay': 3.490447998046875, 'loss': 0.0006004008480689738, 'used_bw': 2.7611762118940226, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 31.62})
(7, 12, {'free_bw': 12.241297751124467, 'delay': 1.6293525695800781, 'loss': 0.001200783769967043, 'used_bw': 2.758702248875532, 'pkt_err': 0.0, 'pkt_drop': 4, 'distance': 30.0})
(7, 8, {'free_bw': 23.999904038384646, 'delay': 0, 'loss': 0.0, 'used_bw': 9.596161535385936e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 10, {'free_bw': 23.999904038384646, 'delay': 0, 'loss': 0.0, 'used_bw': 9.596161535385936e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 11, {'free_bw': 27.327867253098745, 'delay': 0, 'loss': 0.0009905219577373394, 'used_bw': 1.6721327469012552, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 40.31})
(8, 2, {'free_bw': 24.31774810075968, 'delay': 0, 'loss': 0.0, 'used_bw': 1.68225189924032, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 38.08})
