(4, 3, {'free_bw': 11.724754121290847, 'delay': 1.923203468322754, 'loss': 0.0, 'used_bw': 6.2752458787091525, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(4, 8, {'free_bw': 9.999808153477218, 'delay': 1.9197463989257812, 'loss': 0.0, 'used_bw': 0.0001918465227817695, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 5, {'free_bw': 26.999856143856142, 'delay': 2.086520195007324, 'loss': 0.0, 'used_bw': 0.00014385614385614074, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(4, 6, {'free_bw': 4.778693045563432, 'delay': 2.0390748977661133, 'loss': 0.0, 'used_bw': 6.221306954436568, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 25.0})
(3, 5, {'free_bw': 24.999808191808192, 'delay': 1.6477108001708984, 'loss': 0.0, 'used_bw': 0.00019180819180818762, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.999856129483465, 'delay': 2.0896196365356445, 'loss': 0.0, 'used_bw': 0.0001438705165351182, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 22.17745694305696, 'delay': 1.4770030975341797, 'loss': 0.0, 'used_bw': 0.8225430569430391, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(7, 6, {'free_bw': 12.177254619918088, 'delay': 2.5163888931274414, 'loss': 0.0, 'used_bw': 0.8227453800819127, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(7, 12, {'free_bw': 14.176044750774146, 'delay': 2.4673938751220703, 'loss': 0.0, 'used_bw': 0.8239552492258543, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(7, 8, {'free_bw': 23.999904105483967, 'delay': 1.7772912979125977, 'loss': 0.0, 'used_bw': 9.589451603236471e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 10, {'free_bw': 23.999904105483967, 'delay': 2.087116241455078, 'loss': 0.0, 'used_bw': 9.589451603236471e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 2, {'free_bw': 25.458687181536618, 'delay': 2.3082494735717773, 'loss': 0.0, 'used_bw': 0.5413128184633822, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 38.08})
(8, 11, {'free_bw': 28.46366143071535, 'delay': 2.0273923873901367, 'loss': 0.002159073923369484, 'used_bw': 0.5363385692846482, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 40.31})
(10, 9, {'free_bw': 29.999904105483967, 'delay': 2.306699752807617, 'loss': 0.0, 'used_bw': 9.589451603236471e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(10, 16, {'free_bw': 19.999904105483967, 'delay': 1.8391609191894531, 'loss': 0.0, 'used_bw': 9.589451603236471e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(9, 2, {'free_bw': 20.99990408632231, 'delay': 2.649545669555664, 'loss': 0.0, 'used_bw': 9.591367769007878e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.72})
(9, 1, {'free_bw': 25.999904095904096, 'delay': 1.9803047180175781, 'loss': 0.0, 'used_bw': 9.590409590409381e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(12, 14, {'free_bw': 18.999856158225953, 'delay': 2.7594566345214844, 'loss': 0.0, 'used_bw': 0.00014384177404854707, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(12, 13, {'free_bw': 17.183222377622396, 'delay': 1.8024444580078125, 'loss': 0.0, 'used_bw': 0.8167776223776047, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(12, 11, {'free_bw': 17.1244903586772, 'delay': 3.021717071533203, 'loss': 0.0007126926020423729, 'used_bw': 6.875509641322799, 'pkt_err': 0.0, 'pkt_drop': 4, 'distance': 50.0})
(16, 11, {'free_bw': 18.999856158225953, 'delay': 2.5452375411987305, 'loss': 0.0, 'used_bw': 0.00014384177404854707, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.99})
(16, 15, {'free_bw': 24.999856158225953, 'delay': 2.0558834075927734, 'loss': 0.0, 'used_bw': 0.00014384177404854707, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(16, 17, {'free_bw': 23.937914693836774, 'delay': 4.631638526916504, 'loss': 0.0002990482518778897, 'used_bw': 2.0620853061632274, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 50.0})
(11, 15, {'free_bw': 29.999856143856142, 'delay': 2.9238462448120117, 'loss': 0.0, 'used_bw': 0.00014385614385614074, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(11, 14, {'free_bw': 29.476334432124663, 'delay': 5.816340446472168, 'loss': 0.0, 'used_bw': 0.5236655678753388, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(15, 14, {'free_bw': 27.999808210967934, 'delay': 2.303957939147949, 'loss': 0.0, 'used_bw': 0.00019178903206472941, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(15, 18, {'free_bw': 19.36023816183824, 'delay': 2.415776252746582, 'loss': 0.0, 'used_bw': 3.6397618381617587, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 20.0})
(15, 19, {'free_bw': 20.838879520479676, 'delay': 3.065347671508789, 'loss': 0.00033369296334064273, 'used_bw': 7.161120479520323, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 53.85})
(15, 17, {'free_bw': 19.840174225774383, 'delay': 3.28826904296875, 'loss': 0.0, 'used_bw': 7.1598257742256175, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 44.72})
(14, 13, {'free_bw': 18.999856158225953, 'delay': 2.2978782653808594, 'loss': 0.0, 'used_bw': 0.00014384177404854707, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(14, 19, {'free_bw': 15.475759440559429, 'delay': 3.085494041442871, 'loss': 0.0020959670771940643, 'used_bw': 0.5242405594405718, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 31.62})
(13, 20, {'free_bw': 7.003402197802437, 'delay': 2.030611038208008, 'loss': 0.000186044156904117, 'used_bw': 10.996597802197563, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 30.0})
(20, 24, {'free_bw': 12.822556643356403, 'delay': 2.3310184478759766, 'loss': 0.0005485822349290122, 'used_bw': 10.177443356643597, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 31.62})
(20, 19, {'free_bw': 15.999856143856144, 'delay': 2.8182268142700195, 'loss': 0.0, 'used_bw': 0.00014385614385614074, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 20.0})
(24, 19, {'free_bw': 10.317303496503314, 'delay': 2.023935317993164, 'loss': 0.0001340146322114693, 'used_bw': 7.682696503496685, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 31.62})
(24, 27, {'free_bw': 9.30112658607255, 'delay': 1.830458641052246, 'loss': 0.0009156239495559875, 'used_bw': 10.69887341392745, 'pkt_err': 0.0, 'pkt_drop': 4, 'distance': 41.23})
(24, 23, {'free_bw': 25.999856158225953, 'delay': 1.6889572143554688, 'loss': 0.0, 'used_bw': 0.00014384177404854707, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 22.36})
(18, 19, {'free_bw': 24.999904095904096, 'delay': 2.786874771118164, 'loss': 0.0, 'used_bw': 9.590409590409381e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(18, 22, {'free_bw': 4.975154445554556, 'delay': 2.0378828048706055, 'loss': 0.0, 'used_bw': 5.024845554445444, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.4})
(18, 23, {'free_bw': 9.424772749975016, 'delay': 2.470850944519043, 'loss': 0.0, 'used_bw': 3.575227250024984, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 56.57})
(18, 17, {'free_bw': 21.999856143856142, 'delay': 3.0095577239990234, 'loss': 0.0, 'used_bw': 0.00014385614385614074, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 40.0})
