(2, 1, {'free_bw': 26.999904124637972, 'delay': 4.500865936279297, 'loss': 0.0, 'used_bw': 9.587536202936041e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(2, 9, {'free_bw': 20.99980824927594, 'delay': 3.084540367126465, 'loss': 0.0, 'used_bw': 0.00019175072405872083, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.72})
(2, 8, {'free_bw': 25.999856186956954, 'delay': 3.133058547973633, 'loss': 0.0, 'used_bw': 0.00014381304304404062, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 38.08})
(2, 3, {'free_bw': 22.999856186956954, 'delay': 2.1970272064208984, 'loss': 0.0, 'used_bw': 0.0001438130430440439, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(1, 9, {'free_bw': 25.99990407673861, 'delay': 2.8568506240844727, 'loss': 0.0, 'used_bw': 9.592326139088692e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(4, 3, {'free_bw': 17.999904124637972, 'delay': 241.35828018188477, 'loss': 0.0, 'used_bw': 9.587536202936041e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(4, 5, {'free_bw': 26.999904067152993, 'delay': 2.6428699493408203, 'loss': 0.0, 'used_bw': 9.593284700709662e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(4, 8, {'free_bw': 9.99990405756546, 'delay': 2.111077308654785, 'loss': 0.0, 'used_bw': 9.594243453927561e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 6, {'free_bw': 10.999808095952025, 'delay': 2.2020339965820312, 'loss': 0.0, 'used_bw': 0.0001919040479760099, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 25.0})
(3, 5, {'free_bw': 24.999904124637972, 'delay': 3.4264326095581055, 'loss': 0.0, 'used_bw': 9.587536202936041e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(5, 6, {'free_bw': 22.99990405756546, 'delay': 3.2706260681152344, 'loss': 0.0, 'used_bw': 9.594243453927561e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(7, 6, {'free_bw': 12.999808153477218, 'delay': 2.8220415115356445, 'loss': 0.0, 'used_bw': 0.00019184652278177384, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(7, 12, {'free_bw': 14.999808153477218, 'delay': 1.108407974243164, 'loss': 0.0, 'used_bw': 0.00019184652278177384, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(7, 8, {'free_bw': 23.99990407673861, 'delay': 1.155853271484375, 'loss': 0.0, 'used_bw': 9.592326139088911e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 11, {'free_bw': 28.99990407673861, 'delay': 1.3318061828613281, 'loss': 0.0, 'used_bw': 9.592326139088692e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 40.31})
(8, 10, {'free_bw': 23.99990408632231, 'delay': 3.7518739700317383, 'loss': 0.0, 'used_bw': 9.591367769008097e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(10, 9, {'free_bw': 29.99990408632231, 'delay': 2.1851062774658203, 'loss': 0.0, 'used_bw': 9.591367769008097e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(10, 16, {'free_bw': 19.99990408632231, 'delay': 2.982616424560547, 'loss': 0.0, 'used_bw': 9.591367769008097e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(12, 14, {'free_bw': 18.999856115107914, 'delay': 2.781391143798828, 'loss': 0.0, 'used_bw': 0.0001438848920863271, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(12, 13, {'free_bw': 17.999904067152993, 'delay': 1.4884471893310547, 'loss': 0.0, 'used_bw': 9.593284700709444e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(12, 11, {'free_bw': 23.999856115107914, 'delay': 1.6266107559204102, 'loss': 0.0, 'used_bw': 0.0001438848920863271, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(16, 11, {'free_bw': 18.99990407673861, 'delay': 2.162456512451172, 'loss': 0.0, 'used_bw': 9.592326139088475e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.99})
(16, 17, {'free_bw': 23.995429256594733, 'delay': 3.4193992614746094, 'loss': 0.006285998786769019, 'used_bw': 2.004570743405268, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 50.0})
(16, 15, {'free_bw': 24.999856129483465, 'delay': 3.178715705871582, 'loss': 0.0, 'used_bw': 0.00014387051653512144, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(11, 15, {'free_bw': 29.99990407673861, 'delay': 3.974437713623047, 'loss': 0.0, 'used_bw': 9.592326139088475e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(11, 14, {'free_bw': 29.999856115107914, 'delay': 0.9491443634033203, 'loss': 0.0, 'used_bw': 0.0001438848920863271, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(15, 14, {'free_bw': 27.99990407673861, 'delay': 3.7872791290283203, 'loss': 0.0, 'used_bw': 9.592326139088475e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
