(4, 3, {'free_bw': 8.035990400000001, 'delay': 2.352476119995117, 'loss': 4.22086491516632e-05, 'used_bw': 9.964009599999999, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 33.54})
(4, 8, {'free_bw': 9.999904028791363, 'delay': 2.3839473724365234, 'loss': 0.0, 'used_bw': 9.597120863741163e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 6, {'free_bw': 1.1316240000000004, 'delay': 3.19063663482666, 'loss': 0.0, 'used_bw': 9.868376, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 25.0})
(4, 5, {'free_bw': 26.999856, 'delay': 3.64530086517334, 'loss': 0.0, 'used_bw': 0.000144, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(3, 5, {'free_bw': 24.999904, 'delay': 2.130746841430664, 'loss': 0.0, 'used_bw': 9.6e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.999808, 'delay': 1.6921758651733398, 'loss': 0.0, 'used_bw': 0.000192, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 13.2530544, 'delay': 2.997159957885742, 'loss': 0.0006348551093541641, 'used_bw': 9.7469456, 'pkt_err': 0.0, 'pkt_drop': 11, 'distance': 31.62})
(7, 6, {'free_bw': 3.2535983999999996, 'delay': 2.0825862884521484, 'loss': 0.00041169942093102454, 'used_bw': 9.7464016, 'pkt_err': 0.0, 'pkt_drop': 7, 'distance': 31.62})
(7, 12, {'free_bw': 5.252623662366037, 'delay': 2.538442611694336, 'loss': 0.00034885092757168206, 'used_bw': 9.747376337633963, 'pkt_err': 0.0, 'pkt_drop': 6, 'distance': 30.0})
(7, 8, {'free_bw': 23.999856043187044, 'delay': 2.93731689453125, 'loss': 0.0, 'used_bw': 0.00014395681295611745, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 10, {'free_bw': 23.999904028791363, 'delay': 2.673506736755371, 'loss': 0.0, 'used_bw': 9.59712086374029e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 2, {'free_bw': 16.271993601920016, 'delay': 1.9887685775756836, 'loss': 0.00021142720904308005, 'used_bw': 9.728006398079982, 'pkt_err': 0.0, 'pkt_drop': 3, 'distance': 38.08})
(8, 11, {'free_bw': 19.370747523265788, 'delay': 2.372264862060547, 'loss': 0.0004664053574925327, 'used_bw': 9.629252476734212, 'pkt_err': 0.0, 'pkt_drop': 7, 'distance': 40.31})
(10, 9, {'free_bw': 21.15388423472932, 'delay': 2.597689628601074, 'loss': 0.0003812184465035363, 'used_bw': 8.846115765270682, 'pkt_err': 0.0, 'pkt_drop': 5, 'distance': 31.62})
