(4, 3, {'free_bw': 8.036558176729214, 'delay': 3.92305850982666, 'loss': 6.237118938204603e-05, 'used_bw': 9.963441823270786, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 33.54})
(4, 8, {'free_bw': 9.999904038384646, 'delay': 3.6557912826538086, 'loss': 0.0, 'used_bw': 9.596161535385936e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 6, {'free_bw': 1.1528348660543806, 'delay': 2.2516250610351562, 'loss': 0.0, 'used_bw': 9.84716513394562, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 25.0})
(4, 5, {'free_bw': 26.999856186956954, 'delay': 4.1130781173706055, 'loss': 0.0, 'used_bw': 0.0001438130430440439, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(3, 5, {'free_bw': 24.999904124637972, 'delay': 1.397848129272461, 'loss': 0.0, 'used_bw': 9.58753620293626e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.999808134305987, 'delay': 2.49326229095459, 'loss': 0.0, 'used_bw': 0.00019186569401418016, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 22.999856186956954, 'delay': 1.8044710159301758, 'loss': 0.0, 'used_bw': 0.0001438130430440439, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(7, 6, {'free_bw': 12.999856201318154, 'delay': 2.3990869522094727, 'loss': 0.0, 'used_bw': 0.00014379868184541465, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(7, 12, {'free_bw': 14.999904134212104, 'delay': 1.8160343170166016, 'loss': 0.0, 'used_bw': 9.586578789694309e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(7, 8, {'free_bw': 23.999856201318156, 'delay': 2.483844757080078, 'loss': 0.0, 'used_bw': 0.00014379868184541465, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 10, {'free_bw': 23.999904115061927, 'delay': 1.5745162963867188, 'loss': 0.0, 'used_bw': 9.588493807430485e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 2, {'free_bw': 16.23983691416059, 'delay': 0.9949207305908203, 'loss': 0.00029770428177564577, 'used_bw': 9.760163085839407, 'pkt_err': 0.0, 'pkt_drop': 5, 'distance': 38.08})
(8, 11, {'free_bw': 19.340232474534893, 'delay': 4.735589027404785, 'loss': 0.0009319448979909615, 'used_bw': 9.659767525465108, 'pkt_err': 0.0, 'pkt_drop': 15, 'distance': 40.31})
(10, 9, {'free_bw': 21.163427886057068, 'delay': 0, 'loss': 0.0008325767050729971, 'used_bw': 8.836572113942932, 'pkt_err': 0.0, 'pkt_drop': 11, 'distance': 31.62})
(10, 16, {'free_bw': 11.25653375948916, 'delay': 1.8808841705322266, 'loss': 0.0001665123381960965, 'used_bw': 8.74346624051084, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 41.23})
(9, 2, {'free_bw': 20.999808134305987, 'delay': 0, 'loss': 0.0, 'used_bw': 0.00019186569401418016, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.72})
(9, 1, {'free_bw': 17.164983121941404, 'delay': 0, 'loss': 0.0012076438293049275, 'used_bw': 8.835016878058594, 'pkt_err': 0.0, 'pkt_drop': 16, 'distance': 31.62})
(12, 14, {'free_bw': 18.999904134212102, 'delay': 2.4356842041015625, 'loss': 0.0, 'used_bw': 9.586578789694309e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(12, 11, {'free_bw': 14.206897433336584, 'delay': 1.8395185470581055, 'loss': 0.0005817053026986974, 'used_bw': 9.793102566663416, 'pkt_err': 0.0, 'pkt_drop': 14, 'distance': 50.0})
(12, 13, {'free_bw': 17.999904134212102, 'delay': 1.0091066360473633, 'loss': 0.0, 'used_bw': 9.586578789694309e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(16, 11, {'free_bw': 18.999904134212102, 'delay': 2.379179000854492, 'loss': 0.0, 'used_bw': 9.586578789694309e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.99})
(16, 15, {'free_bw': 24.999904115061927, 'delay': 1.9752979278564453, 'loss': 0.0, 'used_bw': 9.588493807431353e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(16, 17, {'free_bw': 8.03599840191719, 'delay': 2.5829076766967773, 'loss': 0.00019850710033005885, 'used_bw': 17.96400159808281, 'pkt_err': 0.0, 'pkt_drop': 6, 'distance': 50.0})
(11, 15, {'free_bw': 29.999904134212102, 'delay': 3.117084503173828, 'loss': 0.0, 'used_bw': 9.586578789694309e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(11, 14, {'free_bw': 20.536808468144713, 'delay': 243.98446083068848, 'loss': 6.743320526893189e-05, 'used_bw': 9.463191531855285, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 42.43})
(15, 14, {'free_bw': 27.999904134212102, 'delay': 2.897024154663086, 'loss': 0.0, 'used_bw': 9.586578789694309e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(15, 18, {'free_bw': 13.43813184178958, 'delay': 2.923130989074707, 'loss': 0.0008491401709083943, 'used_bw': 9.56186815821042, 'pkt_err': 0.0, 'pkt_drop': 18, 'distance': 20.0})
(15, 19, {'free_bw': 18.52085211830518, 'delay': 2.5347471237182617, 'loss': 0.0004436002121950912, 'used_bw': 9.479147881694823, 'pkt_err': 0.0, 'pkt_drop': 11, 'distance': 53.85})
(15, 17, {'free_bw': 17.520128632777315, 'delay': 2.956390380859375, 'loss': 0.0, 'used_bw': 9.479871367222687, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 44.72})
(14, 13, {'free_bw': 18.999904134212102, 'delay': 2.1921396255493164, 'loss': 0.0, 'used_bw': 9.586578789694309e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(14, 19, {'free_bw': 6.535551028560134, 'delay': 4.91178035736084, 'loss': 0.0004788918397931078, 'used_bw': 9.464448971439866, 'pkt_err': 0.0, 'pkt_drop': 8, 'distance': 31.62})
(13, 20, {'free_bw': 8.038255867372335, 'delay': 1.4638900756835938, 'loss': 7.151680308560888e-05, 'used_bw': 9.961744132627665, 'pkt_err': 0.0, 'pkt_drop': 3, 'distance': 30.0})
(24, 20, {'free_bw': 13.036331968440946, 'delay': 2.0886659622192383, 'loss': 0.00022679971824590968, 'used_bw': 9.963668031559054, 'pkt_err': 0.0, 'pkt_drop': 7, 'distance': 31.62})
(24, 19, {'free_bw': 0.14448281374866312, 'delay': 319.8421001434326, 'loss': 0.00011032055497358518, 'used_bw': 17.855517186251337, 'pkt_err': 0.0, 'pkt_drop': 4, 'distance': 31.62})
(24, 27, {'free_bw': 1.1878217782221867, 'delay': 2.1140575408935547, 'loss': 0.00031949406412137724, 'used_bw': 18.812178221777813, 'pkt_err': 0.0, 'pkt_drop': 14, 'distance': 41.23})
(24, 23, {'free_bw': 25.999856158225953, 'delay': 2.6062726974487305, 'loss': 0.0, 'used_bw': 0.00014384177404854054, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 22.36})
(20, 19, {'free_bw': 15.99990412463797, 'delay': 2.316713333129883, 'loss': 0.0, 'used_bw': 9.58753620293626e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 20.0})
(18, 19, {'free_bw': 24.999856115107914, 'delay': 3.4133195877075195, 'loss': 0.0, 'used_bw': 0.00014388489208633364, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(18, 23, {'free_bw': 3.6513411247623058, 'delay': 2.8285980224609375, 'loss': 0.00047359292781385103, 'used_bw': 9.348658875237694, 'pkt_err': 0.0, 'pkt_drop': 10, 'distance': 56.57})
(18, 22, {'free_bw': 1.0829929035475132, 'delay': 4.834294319152832, 'loss': 0.0, 'used_bw': 8.917007096452487, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.4})
(18, 17, {'free_bw': 21.999904124637972, 'delay': 2.246737480163574, 'loss': 0.0, 'used_bw': 9.58753620293626e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 40.0})
(19, 23, {'free_bw': 17.999856158225953, 'delay': 3.436923027038574, 'loss': 0.0, 'used_bw': 0.00014384177404855363, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(23, 26, {'free_bw': 9.744266933067136, 'delay': 4.281878471374512, 'loss': 0.00042583068996485037, 'used_bw': 9.255733066932864, 'pkt_err': 0.0, 'pkt_drop': 9, 'distance': 32.02})
(23, 22, {'free_bw': 12.016586106946624, 'delay': 3.0393600463867188, 'loss': 0.0006784124981062718, 'used_bw': 8.983413893053376, 'pkt_err': 0.0, 'pkt_drop': 11, 'distance': 50.25})
(23, 27, {'free_bw': 12.999904095904096, 'delay': 2.4428367614746094, 'loss': 0.0, 'used_bw': 9.590409590409381e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(25, 21, {'free_bw': 24.999856186956954, 'delay': 2.567887306213379, 'loss': 0.0, 'used_bw': 0.0001438130430440439, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(25, 26, {'free_bw': 29.999856201318156, 'delay': 3.341555595397949, 'loss': 0.0, 'used_bw': 0.00014379868184541465, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.25})
(25, 28, {'free_bw': 10.64725711432878, 'delay': 1.8680095672607422, 'loss': 0.00039847337205566085, 'used_bw': 8.35274288567122, 'pkt_err': 0.0, 'pkt_drop': 5, 'distance': 50.0})
(25, 22, {'free_bw': 3.8297021871565597, 'delay': 2.609133720397949, 'loss': 0.0007593487384993637, 'used_bw': 17.17029781284344, 'pkt_err': 0.0, 'pkt_drop': 26, 'distance': 32.02})
(21, 17, {'free_bw': 27.999856186956954, 'delay': 3.146052360534668, 'loss': 0.0, 'used_bw': 0.0001438130430440439, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
