(4, 3, {'free_bw': 14.854997499749912, 'delay': 2.3076534271240234, 'loss': 6.216675140024311e-05, 'used_bw': 3.1450025002500888, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 33.54})
(4, 8, {'free_bw': 9.99990408632231, 'delay': 1.2031793594360352, 'loss': 0.0, 'used_bw': 9.591367769007878e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 6, {'free_bw': 7.882653346653415, 'delay': 2.1276473999023438, 'loss': 0.0, 'used_bw': 3.1173466533465857, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 25.0})
(4, 5, {'free_bw': 26.99980817264462, 'delay': 2.6029348373413086, 'loss': 0.0, 'used_bw': 0.00019182735538015756, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(3, 5, {'free_bw': 24.99980798079808, 'delay': 3.3195018768310547, 'loss': 0.0, 'used_bw': 0.00019201920192019593, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.99980798079808, 'delay': 2.7240514755249023, 'loss': 0.0, 'used_bw': 0.00019201920192016102, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 22.99990408632231, 'delay': 2.7313232421875, 'loss': 0.0, 'used_bw': 9.591367769007878e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(7, 6, {'free_bw': 12.999904095904096, 'delay': 3.3915042877197266, 'loss': 0.0, 'used_bw': 9.590409590409381e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(7, 12, {'free_bw': 14.99990408632231, 'delay': 2.2809505462646484, 'loss': 0.0, 'used_bw': 9.591367769007878e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(7, 8, {'free_bw': 23.999904095904096, 'delay': 4.23741340637207, 'loss': 0.0, 'used_bw': 9.590409590409381e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 10, {'free_bw': 23.999856143856142, 'delay': 5.256533622741699, 'loss': 0.0, 'used_bw': 0.00014385614385614074, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 2, {'free_bw': 24.44226493506497, 'delay': 1.9326210021972656, 'loss': 0.0, 'used_bw': 1.5577350649350308, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 38.08})
(8, 11, {'free_bw': 27.454682917082952, 'delay': 5.738258361816406, 'loss': 0.0, 'used_bw': 1.5453170829170493, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 40.31})
(10, 9, {'free_bw': 29.518546253746266, 'delay': 4.272103309631348, 'loss': 0.0, 'used_bw': 0.4814537462537357, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(10, 16, {'free_bw': 19.52384028820176, 'delay': 2.7570724487304688, 'loss': 0.0, 'used_bw': 0.47615971179824007, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
