(4, 3, {'free_bw': 14.868999900129806, 'delay': 0, 'loss': 0.004584129189095329, 'used_bw': 3.1310000998701937, 'pkt_err': 0.0, 'pkt_drop': 3, 'distance': 33.54})
(4, 8, {'free_bw': 9.99990412463797, 'delay': 0, 'loss': 0.0, 'used_bw': 9.58753620293626e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 6, {'free_bw': 7.902821532008364, 'delay': 0, 'loss': 0.0, 'used_bw': 3.0971784679916357, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 25.0})
(4, 5, {'free_bw': 26.999904124637972, 'delay': 0, 'loss': 0.0, 'used_bw': 9.587536202935825e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(3, 5, {'free_bw': 24.999904, 'delay': 3.398776054382324, 'loss': 0.0, 'used_bw': 9.6e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.999904, 'delay': 2.322554588317871, 'loss': 0.0, 'used_bw': 9.6e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 20.577222644528916, 'delay': 2.667069435119629, 'loss': 0.0019641952504266887, 'used_bw': 2.4227773554710827, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 31.62})
(7, 6, {'free_bw': 10.578520723060002, 'delay': 1.9299983978271484, 'loss': 0.0019641530139545287, 'used_bw': 2.4214792769399973, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 31.62})
(7, 12, {'free_bw': 12.578573454509229, 'delay': 0.8255243301391602, 'loss': 0.0019641343744240124, 'used_bw': 2.421426545490771, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 30.0})
(7, 8, {'free_bw': 23.999904115061927, 'delay': 2.026677131652832, 'loss': 0.0, 'used_bw': 9.58849380743092e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 10, {'free_bw': 23.999904124637972, 'delay': 2.264738082885742, 'loss': 0.0, 'used_bw': 9.587536202935825e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 11, {'free_bw': 27.220077099770364, 'delay': 2.251267433166504, 'loss': 0.0, 'used_bw': 1.7799229002296346, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 40.31})
(8, 2, {'free_bw': 24.21032817337468, 'delay': 1.4482736587524414, 'loss': 0.0, 'used_bw': 1.7896718266253202, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 38.08})
(10, 9, {'free_bw': 29.142750299640408, 'delay': 1.552581787109375, 'loss': 0.0, 'used_bw': 0.8572497003595928, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(10, 16, {'free_bw': 19.15011501150117, 'delay': 3.1687021255493164, 'loss': 0.0, 'used_bw': 0.8498849884988287, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(9, 2, {'free_bw': 20.99985617259289, 'delay': 0.9634494781494141, 'loss': 0.0, 'used_bw': 0.0001438274071114703, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.72})
(9, 1, {'free_bw': 25.143316020775046, 'delay': 2.674102783203125, 'loss': 0.0, 'used_bw': 0.8566839792249544, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(12, 14, {'free_bw': 18.999904124637972, 'delay': 1.6870498657226562, 'loss': 0.0, 'used_bw': 9.58753620293626e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(12, 11, {'free_bw': 20.95938541562478, 'delay': 0.2663135528564453, 'loss': 0.001644878768007532, 'used_bw': 3.0406145843752217, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 50.0})
(12, 13, {'free_bw': 15.601556376710258, 'delay': 1.3045072555541992, 'loss': 0.0009919492832711075, 'used_bw': 2.3984436232897424, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 31.62})
(16, 11, {'free_bw': 18.999903971191358, 'delay': 3.4133195877075195, 'loss': 0.0, 'used_bw': 9.602880864258991e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.99})
(16, 15, {'free_bw': 24.999903971191358, 'delay': 3.892183303833008, 'loss': 0.0, 'used_bw': 9.602880864259429e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(16, 17, {'free_bw': 23.459509501900392, 'delay': 3.3353567123413086, 'loss': 0.001746709514812437, 'used_bw': 2.540490498099608, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 50.0})
(11, 15, {'free_bw': 29.999903971191358, 'delay': 1.5320777893066406, 'loss': 0.0, 'used_bw': 9.602880864258991e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(11, 14, {'free_bw': 28.253368810643245, 'delay': 1.7980337142944336, 'loss': 0.0, 'used_bw': 1.746631189356755, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
