(4, 3, {'free_bw': 11.372910179640707, 'delay': 2.7948617935180664, 'loss': 0.0013718952296084923, 'used_bw': 6.627089820359293, 'pkt_err': 0.0, 'pkt_drop': 5, 'distance': 33.54})
(4, 8, {'free_bw': 9.999904191616766, 'delay': 1.5105009078979492, 'loss': 0.0, 'used_bw': 9.580838323353311e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 5, {'free_bw': 26.99985628742515, 'delay': 1.784205436706543, 'loss': 0.0, 'used_bw': 0.00014371257485029965, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(4, 6, {'free_bw': 4.442629896083307, 'delay': 2.719998359680176, 'loss': 0.00034295092434627315, 'used_bw': 6.557370103916693, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 25.0})
(3, 5, {'free_bw': 24.99990407673861, 'delay': 4.610300064086914, 'loss': 0.0, 'used_bw': 9.592326139088911e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.999856129483465, 'delay': 2.4297237396240234, 'loss': 0.0, 'used_bw': 0.0001438705165351182, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 20.294861710631565, 'delay': 2.564668655395508, 'loss': 0.00035197768835286837, 'used_bw': 2.7051382893684335, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 31.62})
(7, 6, {'free_bw': 10.292201059258414, 'delay': 2.604365348815918, 'loss': 0.00035197358961288277, 'used_bw': 2.7077989407415872, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 31.62})
(7, 12, {'free_bw': 12.292035129740514, 'delay': 1.615285873413086, 'loss': 0.00035197114547058807, 'used_bw': 2.7079648702594863, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 30.0})
(7, 8, {'free_bw': 23.99990407673861, 'delay': 1.9588470458984375, 'loss': 0.0, 'used_bw': 9.592326139088911e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 10, {'free_bw': 23.999952043161155, 'delay': 3.6782026290893555, 'loss': 0.0, 'used_bw': 4.795683884503939e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 2, {'free_bw': 24.64469224620301, 'delay': 3.0432939529418945, 'loss': 0.0011404541442069766, 'used_bw': 1.355307753796988, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 38.08})
(8, 11, {'free_bw': 27.65762589928061, 'delay': 1.5718936920166016, 'loss': 0.0009589510818711751, 'used_bw': 1.3423741007193888, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 40.31})
(10, 9, {'free_bw': 29.158821742605898, 'delay': 2.069711685180664, 'loss': 0.0, 'used_bw': 0.8411782573941007, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(10, 16, {'free_bw': 19.16721015289298, 'delay': 2.3581981658935547, 'loss': 0.0, 'used_bw': 0.83278984710702, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(9, 2, {'free_bw': 20.99990407673861, 'delay': 1.9377470016479492, 'loss': 0.0, 'used_bw': 9.592326139088911e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.72})
(9, 1, {'free_bw': 25.159056754596307, 'delay': 0.4584789276123047, 'loss': 0.0, 'used_bw': 0.8409432454036929, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(12, 14, {'free_bw': 18.99985628742515, 'delay': 0.8242130279541016, 'loss': 0.0, 'used_bw': 0.00014371257485029965, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(12, 13, {'free_bw': 15.314949301397201, 'delay': 0, 'loss': 0.0006129981236684706, 'used_bw': 2.6850506986027995, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 31.62})
(12, 11, {'free_bw': 17.695489021956078, 'delay': 2.858281135559082, 'loss': 0.0003774302320371888, 'used_bw': 6.304510978043924, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 50.0})
(16, 11, {'free_bw': 18.99990407673861, 'delay': 2.653360366821289, 'loss': 0.0, 'used_bw': 9.592326139088911e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.99})
(16, 15, {'free_bw': 24.999904067152993, 'delay': 7.763981819152832, 'loss': 0.0, 'used_bw': 9.593284700709444e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(16, 17, {'free_bw': 23.32677525731989, 'delay': 1.4799833297729492, 'loss': 0.0015747308756850406, 'used_bw': 2.6732247426801075, 'pkt_err': 0.0, 'pkt_drop': 5, 'distance': 50.0})
(11, 15, {'free_bw': 29.99990407673861, 'delay': 3.2585859298706055, 'loss': 0.0, 'used_bw': 9.592326139088911e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
