(4, 3, {'free_bw': 14.857681936387293, 'delay': 1.8095970153808594, 'loss': 0.0, 'used_bw': 3.142318063612708, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(4, 8, {'free_bw': 9.999855971194238, 'delay': 1.948714256286621, 'loss': 0.0, 'used_bw': 0.00014402880576115155, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 6, {'free_bw': 7.880699339867988, 'delay': 0, 'loss': 0.0, 'used_bw': 3.1193006601320117, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 25.0})
(4, 5, {'free_bw': 26.999856186956954, 'delay': 0.4031658172607422, 'loss': 0.0, 'used_bw': 0.0001438130430440439, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(3, 5, {'free_bw': 24.999904124637972, 'delay': 0, 'loss': 0.0, 'used_bw': 9.58753620293626e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.99990408632231, 'delay': 1.623988151550293, 'loss': 0.0, 'used_bw': 9.591367769007878e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 20.622436432637553, 'delay': 0, 'loss': 0.002430595676951198, 'used_bw': 2.3775635673624476, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 31.62})
(7, 6, {'free_bw': 10.622944694469506, 'delay': 0, 'loss': 0.004861295971737184, 'used_bw': 2.3770553055304933, 'pkt_err': 0.0, 'pkt_drop': 4, 'distance': 31.62})
(7, 12, {'free_bw': 12.622706941388289, 'delay': 2.3224353790283203, 'loss': 0.0048608867742390436, 'used_bw': 2.377293058611711, 'pkt_err': 0.0, 'pkt_drop': 4, 'distance': 30.0})
(7, 8, {'free_bw': 23.999856158225953, 'delay': 1.4551877975463867, 'loss': 0.0, 'used_bw': 0.00014384177404854707, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 10, {'free_bw': 23.999904105483967, 'delay': 1.0720491409301758, 'loss': 0.0, 'used_bw': 9.589451603236471e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 11, {'free_bw': 27.448127859354706, 'delay': 6.747245788574219, 'loss': 0.0, 'used_bw': 1.551872140645295, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 40.31})
(8, 2, {'free_bw': 24.430482965331205, 'delay': 1.1823177337646484, 'loss': 0.0, 'used_bw': 1.5695170346687957, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 38.08})
(10, 9, {'free_bw': 29.035553155315554, 'delay': 3.191351890563965, 'loss': 0.006523059402753162, 'used_bw': 0.9644468446844443, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 31.62})
(10, 16, {'free_bw': 19.046388173009685, 'delay': 2.4214982986450195, 'loss': 0.0, 'used_bw': 0.9536118269903139, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(9, 2, {'free_bw': 20.99990408632231, 'delay': 2.8995275497436523, 'loss': 0.0, 'used_bw': 9.591367769007878e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.72})
(9, 1, {'free_bw': 25.033569913982802, 'delay': 1.5645027160644531, 'loss': 0.0065227522343765335, 'used_bw': 0.9664300860171988, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 31.62})
(12, 14, {'free_bw': 18.999904105483967, 'delay': 2.1643638610839844, 'loss': 0.0, 'used_bw': 9.589451603236471e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(12, 11, {'free_bw': 20.94229627409848, 'delay': 3.042459487915039, 'loss': 0.0037855920938482694, 'used_bw': 3.0577037259015185, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 50.0})
(12, 13, {'free_bw': 15.645777155431098, 'delay': 0, 'loss': 0.004909895432928935, 'used_bw': 2.3542228445689024, 'pkt_err': 0.0, 'pkt_drop': 4, 'distance': 31.62})
(16, 11, {'free_bw': 18.999904105483967, 'delay': 5.1184892654418945, 'loss': 0.0, 'used_bw': 9.589451603236471e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.99})
(16, 15, {'free_bw': 24.999904105483967, 'delay': 1.4064311981201172, 'loss': 0.0, 'used_bw': 9.589451603236471e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(16, 17, {'free_bw': 23.05859234841673, 'delay': 246.39105796813965, 'loss': 0.002149508358173004, 'used_bw': 2.9414076515832677, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 50.0})
(11, 15, {'free_bw': 29.999904105483967, 'delay': 2.079010009765625, 'loss': 0.0, 'used_bw': 9.589451603236471e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(11, 14, {'free_bw': 28.49013764858655, 'delay': 1.6571283340454102, 'loss': 0.0, 'used_bw': 1.5098623514134502, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(15, 14, {'free_bw': 27.999856158225953, 'delay': 1.8494129180908203, 'loss': 0.0, 'used_bw': 0.00014384177404854054, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(15, 18, {'free_bw': 20.415349534953442, 'delay': 2.5267601013183594, 'loss': 0.0011325026533587183, 'used_bw': 2.584650465046557, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 20.0})
(15, 19, {'free_bw': 24.95310262052412, 'delay': 0.7108449935913086, 'loss': 0.0020918750557295065, 'used_bw': 3.046897379475881, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 53.85})
(15, 17, {'free_bw': 23.95264169413644, 'delay': 2.692699432373047, 'loss': 0.001983604606290551, 'used_bw': 3.0473583058635603, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 44.72})
(14, 13, {'free_bw': 18.999904124637972, 'delay': 0, 'loss': 0.0, 'used_bw': 9.587536202935825e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(14, 19, {'free_bw': 14.487065413082624, 'delay': 0.8978843688964844, 'loss': 0.0, 'used_bw': 1.5129345869173765, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(13, 20, {'free_bw': 12.436955044955166, 'delay': 1.071929931640625, 'loss': 0.0019678861846190313, 'used_bw': 5.563044955044834, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 30.0})
(20, 24, {'free_bw': 19.795249550449622, 'delay': 3.1386613845825195, 'loss': 0.0018349021746926954, 'used_bw': 3.2047504495503794, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 31.62})
(20, 19, {'free_bw': 15.999904095904096, 'delay': 0.9185075759887695, 'loss': 0.0, 'used_bw': 9.590409590409381e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 20.0})
(24, 19, {'free_bw': 13.440465693138648, 'delay': 1.6393661499023438, 'loss': 0.0, 'used_bw': 4.559534306861351, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(24, 27, {'free_bw': 15.283616723344691, 'delay': 0, 'loss': 0.0011390496598038349, 'used_bw': 4.716383276655309, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 41.23})
(24, 23, {'free_bw': 25.99990398079616, 'delay': 2.962827682495117, 'loss': 0.0, 'used_bw': 9.60192038407677e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 22.36})
(18, 19, {'free_bw': 24.99985598559856, 'delay': 1.9818544387817383, 'loss': 0.0, 'used_bw': 0.00014401440144014695, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(18, 17, {'free_bw': 21.999904105483967, 'delay': 3.0934810638427734, 'loss': 0.0, 'used_bw': 9.589451603236471e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 40.0})
(18, 22, {'free_bw': 6.983654814222984, 'delay': 2.16066837310791, 'loss': 0.0, 'used_bw': 3.016345185777016, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.4})
(18, 23, {'free_bw': 10.469605921184248, 'delay': 6.946802139282227, 'loss': 0.0011555782383368515, 'used_bw': 2.530394078815751, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 56.57})
(19, 23, {'free_bw': 17.99985597119424, 'delay': 2.0492076873779297, 'loss': 0.0, 'used_bw': 0.00014402880576115155, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(23, 26, {'free_bw': 16.49724024804962, 'delay': 0.40900707244873047, 'loss': 0.0011679998078123434, 'used_bw': 2.502759751950378, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 32.02})
