(4, 3, {'free_bw': 14.87461012202442, 'delay': 1.911759376525879, 'loss': 0.0020209947448263203, 'used_bw': 3.1253898779755804, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 33.54})
(4, 8, {'free_bw': 9.99990399039904, 'delay': 2.237677574157715, 'loss': 0.0, 'used_bw': 9.600960096009359e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 6, {'free_bw': 7.9076283628362205, 'delay': 2.0405054092407227, 'loss': 0.0, 'used_bw': 3.092371637163779, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 25.0})
(4, 5, {'free_bw': 26.999904115061927, 'delay': 2.0862817764282227, 'loss': 0.0, 'used_bw': 9.588493807431353e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(3, 5, {'free_bw': 24.999856158225953, 'delay': 1.953721046447754, 'loss': 0.0, 'used_bw': 0.00014384177404854707, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.999856143856142, 'delay': 2.3615360260009766, 'loss': 0.0, 'used_bw': 0.00014385614385614074, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 20.45981660173808, 'delay': 2.372860908508301, 'loss': 0.0024572688813237972, 'used_bw': 2.54018339826192, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 31.62})
(7, 6, {'free_bw': 10.459427542754224, 'delay': 1.856684684753418, 'loss': 0.007371953453401496, 'used_bw': 2.5405724572457764, 'pkt_err': 0.0, 'pkt_drop': 3, 'distance': 31.62})
(7, 12, {'free_bw': 12.458972091627448, 'delay': 1.8887519836425781, 'loss': 0.007370879977098667, 'used_bw': 2.5410279083725515, 'pkt_err': 0.0, 'pkt_drop': 3, 'distance': 30.0})
(7, 8, {'free_bw': 23.999904105483967, 'delay': 2.476811408996582, 'loss': 0.0, 'used_bw': 9.589451603236471e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 11, {'free_bw': 27.596560456045577, 'delay': 6.34920597076416, 'loss': 0.007578142714346566, 'used_bw': 1.403439543954424, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 40.31})
