(4, 3, {'free_bw': 10.174928963932473, 'delay': 1.675724983215332, 'loss': 0.0002277293308546261, 'used_bw': 7.825071036067528, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 33.54})
(4, 8, {'free_bw': 9.999904115061925, 'delay': 2.194643020629883, 'loss': 0.0, 'used_bw': 9.588493807430485e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 6, {'free_bw': 3.2428227759434654, 'delay': 0, 'loss': 0.0, 'used_bw': 7.757177224056535, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 25.0})
(4, 5, {'free_bw': 26.999904095904096, 'delay': 58.02130699157715, 'loss': 0.0, 'used_bw': 9.590409590409381e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(3, 5, {'free_bw': 24.999808191808192, 'delay': 4.022121429443359, 'loss': 0.0, 'used_bw': 0.00019180819180818762, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.99990408632231, 'delay': 1.91497802734375, 'loss': 0.0, 'used_bw': 9.591367769007878e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 20.10099370692251, 'delay': 0, 'loss': 0.0004711394264320069, 'used_bw': 2.8990062930774925, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 31.62})
(7, 6, {'free_bw': 10.099556887423693, 'delay': 0, 'loss': 0.0004614434945311605, 'used_bw': 2.900443112576307, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 31.62})
(7, 12, {'free_bw': 12.099556887423693, 'delay': 0.6620883941650391, 'loss': 0.000461291783337959, 'used_bw': 2.900443112576307, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 30.0})
(7, 8, {'free_bw': 23.999904115061927, 'delay': 1.4213323593139648, 'loss': 0.0, 'used_bw': 9.588493807430485e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 10, {'free_bw': 23.99980823012385, 'delay': 4.578828811645508, 'loss': 0.0, 'used_bw': 0.00019176987614862706, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 11, {'free_bw': 27.59216779864159, 'delay': 1.991868019104004, 'loss': 0.0008777343450332838, 'used_bw': 1.40783220135841, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 40.31})
(8, 2, {'free_bw': 24.585340791050697, 'delay': 2.222895622253418, 'loss': 0.0008689911771222472, 'used_bw': 1.4146592089493009, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 38.08})
(10, 9, {'free_bw': 29.149391669163954, 'delay': 3.035426139831543, 'loss': 0.0012437529680468554, 'used_bw': 0.8506083308360445, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 31.62})
(10, 16, {'free_bw': 19.16145934065936, 'delay': 2.4210214614868164, 'loss': 0.0, 'used_bw': 0.8385406593406411, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(9, 2, {'free_bw': 20.999808210967934, 'delay': 2.922177314758301, 'loss': 0.0, 'used_bw': 0.00019178903206472071, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.72})
(9, 1, {'free_bw': 25.14978164019582, 'delay': 2.458930015563965, 'loss': 0.0, 'used_bw': 0.8502183598041795, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(12, 14, {'free_bw': 18.999856143856142, 'delay': 2.7965307235717773, 'loss': 0.0, 'used_bw': 0.00014385614385614074, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(12, 11, {'free_bw': 17.579342723004963, 'delay': 5.643367767333984, 'loss': 0.0005328364341475106, 'used_bw': 6.420657276995035, 'pkt_err': 0.0, 'pkt_drop': 4, 'distance': 50.0})
(12, 13, {'free_bw': 15.121334532014906, 'delay': 1.8233060836791992, 'loss': 0.00046134995330229757, 'used_bw': 2.878665467985095, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 31.62})
(16, 11, {'free_bw': 18.999856158225953, 'delay': 2.239704132080078, 'loss': 0.0, 'used_bw': 0.00014384177404854054, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.99})
(16, 17, {'free_bw': 23.096586613386414, 'delay': 5.645394325256348, 'loss': 0.0, 'used_bw': 2.903413386613587, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(16, 15, {'free_bw': 24.999904105483967, 'delay': 1.6340017318725586, 'loss': 0.0, 'used_bw': 9.589451603236036e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(11, 15, {'free_bw': 29.999856158225953, 'delay': 2.77864933013916, 'loss': 0.0, 'used_bw': 0.00014384177404854054, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(11, 14, {'free_bw': 28.623157726500907, 'delay': 1.8475055694580078, 'loss': 0.0, 'used_bw': 1.3768422734990928, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(15, 14, {'free_bw': 27.999856158225953, 'delay': 2.583742141723633, 'loss': 0.0, 'used_bw': 0.00014384177404855363, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(15, 18, {'free_bw': 20.181810408550714, 'delay': 1.8867254257202148, 'loss': 0.0004156188105027252, 'used_bw': 2.8181895914492867, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 20.0})
