(4, 3, {'free_bw': 8.037778044390622, 'delay': 1.5282630920410156, 'loss': 3.5884276886483065e-05, 'used_bw': 9.962221955609378, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 33.54})
(4, 8, {'free_bw': 9.99990401919616, 'delay': 0.31447410583496094, 'loss': 0.0, 'used_bw': 9.598080383922824e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 5, {'free_bw': 26.999904019196162, 'delay': 1.0186433792114258, 'loss': 0.0, 'used_bw': 9.598080383922824e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(4, 6, {'free_bw': 1.1260787842435533, 'delay': 2.785921096801758, 'loss': 0.0, 'used_bw': 9.873921215756447, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 25.0})
(3, 5, {'free_bw': 24.999856, 'delay': 1.399397850036621, 'loss': 0.0, 'used_bw': 0.000144, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.999904, 'delay': 1.6590356826782227, 'loss': 0.0, 'used_bw': 9.6e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 13.21752987091002, 'delay': 1.357436180114746, 'loss': 0.0004947222330306584, 'used_bw': 9.78247012908998, 'pkt_err': 0.0, 'pkt_drop': 10, 'distance': 31.62})
(7, 6, {'free_bw': 3.2189914017200536, 'delay': 1.8701553344726562, 'loss': 0.000356072426016068, 'used_bw': 9.781008598279946, 'pkt_err': 0.0, 'pkt_drop': 7, 'distance': 31.62})
(7, 12, {'free_bw': 5.2189136000000005, 'delay': 1.8486976623535156, 'loss': 0.0003017159587868221, 'used_bw': 9.7810864, 'pkt_err': 0.0, 'pkt_drop': 6, 'distance': 30.0})
(7, 8, {'free_bw': 23.999904019196162, 'delay': 3.6132335662841797, 'loss': 0.0, 'used_bw': 9.598080383922824e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 10, {'free_bw': 23.99980803839232, 'delay': 1.6009807586669922, 'loss': 0.0, 'used_bw': 0.00019196160767847393, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 2, {'free_bw': 16.223764847030104, 'delay': 0.9630918502807617, 'loss': 0.0004151611865376728, 'used_bw': 9.776235152969896, 'pkt_err': 0.0, 'pkt_drop': 8, 'distance': 38.08})
