(4, 3, {'free_bw': 8.041150635571999, 'delay': 3.3783912658691406, 'loss': 8.590873353425315e-05, 'used_bw': 9.958849364428001, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 33.54})
(4, 8, {'free_bw': 9.999903923138511, 'delay': 2.6074647903442383, 'loss': 0.0, 'used_bw': 9.607686148918953e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 6, {'free_bw': 1.162717373899305, 'delay': 2.2858381271362305, 'loss': 0.0, 'used_bw': 9.837282626100695, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 25.0})
(4, 5, {'free_bw': 26.999856186956954, 'delay': 4.702925682067871, 'loss': 0.0, 'used_bw': 0.0001438130430440439, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(3, 5, {'free_bw': 24.999904115061927, 'delay': 3.2575130462646484, 'loss': 0.0, 'used_bw': 9.588493807431353e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.999904115061927, 'delay': 4.577994346618652, 'loss': 0.0, 'used_bw': 9.588493807430485e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 13.230952762209952, 'delay': 3.760695457458496, 'loss': 0.0011382281404238555, 'used_bw': 9.769047237790048, 'pkt_err': 0.0, 'pkt_drop': 19, 'distance': 31.62})
(7, 6, {'free_bw': 3.2297405924741636, 'delay': 3.0226707458496094, 'loss': 0.0005223992770007636, 'used_bw': 9.770259407525836, 'pkt_err': 0.0, 'pkt_drop': 9, 'distance': 31.62})
(7, 12, {'free_bw': 5.228926395685532, 'delay': 3.7622451782226562, 'loss': 0.00042239722540269296, 'used_bw': 9.771073604314468, 'pkt_err': 0.0, 'pkt_drop': 7, 'distance': 30.0})
(7, 8, {'free_bw': 23.999904124637972, 'delay': 4.700064659118652, 'loss': 0.0, 'used_bw': 9.58753620293626e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 10, {'free_bw': 23.999904134212102, 'delay': 2.4890899658203125, 'loss': 0.0, 'used_bw': 9.586578789694309e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 2, {'free_bw': 16.22182225780554, 'delay': 3.2764673233032227, 'loss': 0.00036266221781594175, 'used_bw': 9.77817774219446, 'pkt_err': 0.0, 'pkt_drop': 5, 'distance': 38.08})
(8, 11, {'free_bw': 19.320121697357187, 'delay': 10.698556900024414, 'loss': 0.0006265626955066722, 'used_bw': 9.67987830264281, 'pkt_err': 0.0, 'pkt_drop': 9, 'distance': 40.31})
(10, 9, {'free_bw': 21.15750200160145, 'delay': 2.0623207092285156, 'loss': 0.0004796480602333861, 'used_bw': 8.842497998398551, 'pkt_err': 0.0, 'pkt_drop': 6, 'distance': 31.62})
(10, 16, {'free_bw': 11.223678849610653, 'delay': 2.270340919494629, 'loss': 8.728712154906422e-05, 'used_bw': 8.776321150389347, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 41.23})
(9, 2, {'free_bw': 20.999904115061927, 'delay': 2.025127410888672, 'loss': 0.0, 'used_bw': 9.588493807431353e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.72})
(9, 1, {'free_bw': 17.158649620456007, 'delay': 3.8788318634033203, 'loss': 0.0007864725578578839, 'used_bw': 8.841350379543993, 'pkt_err': 0.0, 'pkt_drop': 10, 'distance': 31.62})
(12, 14, {'free_bw': 18.999904134212102, 'delay': 2.591848373413086, 'loss': 0.0, 'used_bw': 9.586578789694309e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(12, 11, {'free_bw': 14.226732058852955, 'delay': 4.450798034667969, 'loss': 0.0004483004448003179, 'used_bw': 9.773267941147045, 'pkt_err': 0.0, 'pkt_drop': 10, 'distance': 50.0})
(12, 13, {'free_bw': 8.336110488390895, 'delay': 2.13778018951416, 'loss': 0.000722986873848116, 'used_bw': 9.663889511609105, 'pkt_err': 0.0, 'pkt_drop': 12, 'distance': 31.62})
(16, 11, {'free_bw': 18.999856201318156, 'delay': 2.6203393936157227, 'loss': 0.0, 'used_bw': 0.00014379868184541465, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.99})
(16, 15, {'free_bw': 24.999856201318156, 'delay': 2.6056766510009766, 'loss': 0.0, 'used_bw': 0.00014379868184541465, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(16, 17, {'free_bw': 8.062392650289816, 'delay': 2.3087263107299805, 'loss': 0.00034337482858908593, 'used_bw': 17.937607349710184, 'pkt_err': 0.0, 'pkt_drop': 10, 'distance': 50.0})
(11, 15, {'free_bw': 29.999856158225953, 'delay': 4.616856575012207, 'loss': 0.0, 'used_bw': 0.00014384177404855363, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(11, 14, {'free_bw': 20.504592770121945, 'delay': 2.074003219604492, 'loss': 0.00014954148481840178, 'used_bw': 9.495407229878053, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 42.43})
(15, 14, {'free_bw': 27.999904134212102, 'delay': 0.9152889251708984, 'loss': 0.0, 'used_bw': 9.586578789694309e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(15, 18, {'free_bw': 13.440409086359956, 'delay': 1.9202232360839844, 'loss': 0.0005782891674249399, 'used_bw': 9.559590913640044, 'pkt_err': 0.0, 'pkt_drop': 11, 'distance': 20.0})
(15, 19, {'free_bw': 18.53785649955006, 'delay': 3.7813186645507812, 'loss': 0.000259792547452741, 'used_bw': 9.462143500449942, 'pkt_err': 0.0, 'pkt_drop': 6, 'distance': 53.85})
(15, 17, {'free_bw': 17.537991210547077, 'delay': 1.5223026275634766, 'loss': 7.258356859245504e-05, 'used_bw': 9.462008789452925, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 44.72})
