(4, 3, {'free_bw': 8.036993987976425, 'delay': 2.8285980224609375, 'loss': 5.863046971555104e-05, 'used_bw': 9.963006012023575, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 33.54})
(4, 8, {'free_bw': 9.9999038268884, 'delay': 1.7702579498291016, 'loss': 0.0, 'used_bw': 9.617311160088187e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 5, {'free_bw': 26.99990405756546, 'delay': 6.579160690307617, 'loss': 0.0, 'used_bw': 9.594243453927343e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(4, 6, {'free_bw': 1.129077246768631, 'delay': 3.111600875854492, 'loss': 3.818760588335055e-05, 'used_bw': 9.870922753231369, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 25.0})
(3, 5, {'free_bw': 24.999904095904096, 'delay': 11.886954307556152, 'loss': 0.0, 'used_bw': 9.590409590410254e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.999856143856142, 'delay': 5.7392120361328125, 'loss': 0.0, 'used_bw': 0.00014385614385614074, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 13.25489826104368, 'delay': 2.2476911544799805, 'loss': 0.0, 'used_bw': 9.74510173895632, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(7, 6, {'free_bw': 3.2505105405135524, 'delay': 3.0726194381713867, 'loss': 0.00017533034114259176, 'used_bw': 9.749489459486448, 'pkt_err': 0.0, 'pkt_drop': 3, 'distance': 31.62})
(7, 12, {'free_bw': 5.251720651413743, 'delay': 4.60505485534668, 'loss': 5.844331292657676e-05, 'used_bw': 9.748279348586257, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 30.0})
(7, 8, {'free_bw': 23.99990408632231, 'delay': 1.7786026000976562, 'loss': 0.0, 'used_bw': 9.591367769007878e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 10, {'free_bw': 23.999904105483967, 'delay': 2.3998022079467773, 'loss': 0.0, 'used_bw': 9.589451603236036e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
