(4, 3, {'free_bw': 8.036184197382394, 'delay': 4.690408706665039, 'loss': 7.440511454742084e-05, 'used_bw': 9.963815802617606, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 33.54})
(4, 8, {'free_bw': 9.999904105483967, 'delay': 2.28118896484375, 'loss': 0.0, 'used_bw': 9.589451603236907e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 6, {'free_bw': 1.1478102087707693, 'delay': 2.704620361328125, 'loss': 0.0, 'used_bw': 9.85218979122923, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 25.0})
(4, 5, {'free_bw': 26.999904105483967, 'delay': 2.588033676147461, 'loss': 0.0, 'used_bw': 9.589451603236907e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(3, 5, {'free_bw': 24.99985617259289, 'delay': 1.9539594650268555, 'loss': 0.0, 'used_bw': 0.00014382740711145727, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.999952062318986, 'delay': 3.5473108291625977, 'loss': 0.0, 'used_bw': 4.79376810146813e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 13.25435581348779, 'delay': 3.8045644760131836, 'loss': 0.00013726735579025704, 'used_bw': 9.74564418651221, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 31.62})
(7, 6, {'free_bw': 3.2562860281633093, 'delay': 3.9031505584716797, 'loss': 0.0007619492337251812, 'used_bw': 9.74371397183669, 'pkt_err': 0.0, 'pkt_drop': 6, 'distance': 31.62})
(7, 12, {'free_bw': 5.255076400679039, 'delay': 1.0957717895507812, 'loss': 0.0007619403671306484, 'used_bw': 9.74492359932096, 'pkt_err': 0.0, 'pkt_drop': 6, 'distance': 30.0})
(7, 8, {'free_bw': 23.999904124637972, 'delay': 7.904529571533203, 'loss': 0.0, 'used_bw': 9.58753620293626e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 10, {'free_bw': 23.99980823012385, 'delay': 2.258777618408203, 'loss': 0.0, 'used_bw': 0.0001917698761486097, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
