(4, 3, {'free_bw': 8.036974251076813, 'delay': 1.245737075805664, 'loss': 5.7066809195683976e-05, 'used_bw': 9.963025748923187, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 33.54})
(4, 8, {'free_bw': 9.999904153354633, 'delay': 1.5774965286254883, 'loss': 0.0, 'used_bw': 9.584664536741576e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 6, {'free_bw': 1.1418900219960033, 'delay': 1.6762018203735352, 'loss': 0.0007552081671424523, 'used_bw': 9.858109978003997, 'pkt_err': 0.0, 'pkt_drop': 14, 'distance': 25.0})
(4, 5, {'free_bw': 26.999855725879172, 'delay': 2.8960704803466797, 'loss': 0.0, 'used_bw': 0.00014427412082957959, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(3, 5, {'free_bw': 24.999903797975747, 'delay': 2.2040605545043945, 'loss': 0.0, 'used_bw': 9.620202425092436e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.999807615230463, 'delay': 2.8870105743408203, 'loss': 0.0, 'used_bw': 0.00019238476953906903, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 13.241190161968005, 'delay': 7.210135459899902, 'loss': 0.00046357875886513715, 'used_bw': 9.758809838031995, 'pkt_err': 0.0, 'pkt_drop': 5, 'distance': 31.62})
(7, 6, {'free_bw': 3.2421657502746264, 'delay': 1.9391775131225586, 'loss': 0.0009271518715888683, 'used_bw': 9.757834249725374, 'pkt_err': 0.0, 'pkt_drop': 10, 'distance': 31.62})
(7, 12, {'free_bw': 5.241149498998457, 'delay': 2.3849010467529297, 'loss': 0.000667312008109831, 'used_bw': 9.758850501001543, 'pkt_err': 0.0, 'pkt_drop': 7, 'distance': 30.0})
(7, 8, {'free_bw': 23.999856215676484, 'delay': 3.225564956665039, 'loss': 0.0, 'used_bw': 0.00014378432351472322, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 2, {'free_bw': 16.24570741483012, 'delay': 2.9169321060180664, 'loss': 0.0017416011512885817, 'used_bw': 9.754292585169878, 'pkt_err': 0.0, 'pkt_drop': 15, 'distance': 38.08})
(8, 11, {'free_bw': 19.339228857715007, 'delay': 3.041386604309082, 'loss': 0.0009420456615646557, 'used_bw': 9.660771142284991, 'pkt_err': 0.0, 'pkt_drop': 8, 'distance': 40.31})
(8, 10, {'free_bw': 23.99990415335463, 'delay': 2.5954246520996094, 'loss': 0.0, 'used_bw': 9.584664536741576e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(10, 9, {'free_bw': 21.161155635419632, 'delay': 2.574920654296875, 'loss': 0.0008630510492374712, 'used_bw': 8.83884436458037, 'pkt_err': 0.0, 'pkt_drop': 6, 'distance': 31.62})
(10, 16, {'free_bw': 11.25235707844885, 'delay': 5.59234619140625, 'loss': 0.0001570467358420472, 'used_bw': 8.74764292155115, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 41.23})
(9, 1, {'free_bw': 17.162316861335576, 'delay': 2.900362014770508, 'loss': 0.00024113015262478837, 'used_bw': 8.837683138664424, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 31.62})
(9, 2, {'free_bw': 20.999856244384546, 'delay': 4.297614097595215, 'loss': 0.0, 'used_bw': 0.00014375561545373116, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.72})
(12, 14, {'free_bw': 18.99990380761523, 'delay': 3.37374210357666, 'loss': 0.0, 'used_bw': 9.619238476953452e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(12, 11, {'free_bw': 23.997018036072145, 'delay': 2.7980804443359375, 'loss': 0.0, 'used_bw': 0.00298196392785557, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(12, 13, {'free_bw': 8.338211043190961, 'delay': 2.400040626525879, 'loss': 0.0011422713883881665, 'used_bw': 9.661788956809039, 'pkt_err': 0.0, 'pkt_drop': 12, 'distance': 31.62})
(16, 11, {'free_bw': 18.99990380761523, 'delay': 2.00045108795166, 'loss': 0.0, 'used_bw': 9.619238476954328e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.99})
(16, 17, {'free_bw': 8.073588777554324, 'delay': 3.4210681915283203, 'loss': 0.0006776415565493963, 'used_bw': 17.926411222445676, 'pkt_err': 0.0, 'pkt_drop': 12, 'distance': 50.0})
