(4, 3, {'free_bw': 8.0384848, 'delay': 3.474712371826172, 'loss': 4.1031803910025965e-05, 'used_bw': 9.9615152, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 33.54})
(4, 8, {'free_bw': 9.999904172489519, 'delay': 5.1727294921875, 'loss': 0.0, 'used_bw': 9.582751048113369e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 6, {'free_bw': 1.131471652834918, 'delay': 2.271890640258789, 'loss': 0.0006673552215080193, 'used_bw': 9.868528347165082, 'pkt_err': 0.0, 'pkt_drop': 17, 'distance': 25.0})
(4, 5, {'free_bw': 26.99990415335463, 'delay': 2.335786819458008, 'loss': 0.0, 'used_bw': 9.584664536741576e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(3, 5, {'free_bw': 24.99985623003195, 'delay': 2.968430519104004, 'loss': 0.0, 'used_bw': 0.00014376996805112364, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.999904, 'delay': 2.575993537902832, 'loss': 0.0, 'used_bw': 9.6e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 22.99990417248952, 'delay': 2.84576416015625, 'loss': 0.0, 'used_bw': 9.582751048113369e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(7, 6, {'free_bw': 12.999904172489519, 'delay': 2.2182464599609375, 'loss': 0.0, 'used_bw': 9.582751048113369e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(7, 12, {'free_bw': 14.999904, 'delay': 4.117727279663086, 'loss': 0.0, 'used_bw': 9.6e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(7, 8, {'free_bw': 23.999856273081146, 'delay': 2.0531415939331055, 'loss': 0.0, 'used_bw': 0.00014372691885417374, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 10, {'free_bw': 23.999808344979037, 'delay': 1.9549131393432617, 'loss': 0.0, 'used_bw': 0.00019165502096226737, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 2, {'free_bw': 16.261325332533055, 'delay': 2.53450870513916, 'loss': 0.0007803314582361353, 'used_bw': 9.738674667466945, 'pkt_err': 0.0, 'pkt_drop': 12, 'distance': 38.08})
(8, 11, {'free_bw': 19.36153707954908, 'delay': 1.5711784362792969, 'loss': 0.00034123825592029304, 'used_bw': 9.638462920450918, 'pkt_err': 0.0, 'pkt_drop': 5, 'distance': 40.31})
(10, 9, {'free_bw': 29.999856273081146, 'delay': 2.2923946380615234, 'loss': 0.0, 'used_bw': 0.00014372691885417374, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(10, 16, {'free_bw': 19.999903971191358, 'delay': 2.1746158599853516, 'loss': 0.0, 'used_bw': 9.602880864259865e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(9, 2, {'free_bw': 20.9999041820541, 'delay': 1.8689632415771484, 'loss': 0.0, 'used_bw': 9.581794590278249e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.72})
(9, 1, {'free_bw': 25.9999041820541, 'delay': 2.596259117126465, 'loss': 0.0, 'used_bw': 9.581794590278249e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(12, 14, {'free_bw': 18.999856, 'delay': 1.9801855087280273, 'loss': 0.0, 'used_bw': 0.000144, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(12, 11, {'free_bw': 14.248125587440567, 'delay': 5.561351776123047, 'loss': 0.00033393015822851023, 'used_bw': 9.751874412559433, 'pkt_err': 0.0, 'pkt_drop': 8, 'distance': 50.0})
(12, 13, {'free_bw': 17.999808, 'delay': 2.0821094512939453, 'loss': 0.0, 'used_bw': 0.000192, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(16, 11, {'free_bw': 18.999903961584632, 'delay': 1.942753791809082, 'loss': 0.0, 'used_bw': 9.603841536614555e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.99})
(16, 15, {'free_bw': 24.99985594237695, 'delay': 2.811431884765625, 'loss': 0.0, 'used_bw': 0.00014405762304921834, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(16, 17, {'free_bw': 25.99985594237695, 'delay': 3.5191774368286133, 'loss': 0.0, 'used_bw': 0.00014405762304921834, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(11, 15, {'free_bw': 29.99990394236542, 'delay': 2.5768280029296875, 'loss': 0.0, 'used_bw': 9.605763458075145e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(11, 14, {'free_bw': 20.55224897428151, 'delay': 4.596948623657227, 'loss': 0.00010799936102095259, 'used_bw': 9.44775102571849, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 42.43})
(15, 14, {'free_bw': 27.999855913548128, 'delay': 3.4960508346557617, 'loss': 0.0, 'used_bw': 0.0001440864518711272, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(15, 18, {'free_bw': 13.441570542325966, 'delay': 5.903124809265137, 'loss': 0.0001567617049171094, 'used_bw': 9.558429457674034, 'pkt_err': 0.0, 'pkt_drop': 3, 'distance': 20.0})
(15, 19, {'free_bw': 18.547402041224437, 'delay': 2.866983413696289, 'loss': 0.00024888578241946224, 'used_bw': 9.452597958775561, 'pkt_err': 0.0, 'pkt_drop': 6, 'distance': 53.85})
(15, 17, {'free_bw': 17.54745007004259, 'delay': 3.559589385986328, 'loss': 0.0, 'used_bw': 9.45254992995741, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 44.72})
(14, 13, {'free_bw': 18.999855913548128, 'delay': 5.084991455078125, 'loss': 0.0, 'used_bw': 0.00014408645187111407, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(14, 19, {'free_bw': 6.551438062838267, 'delay': 2.056598663330078, 'loss': 0.00020891549448511735, 'used_bw': 9.448561937161733, 'pkt_err': 0.0, 'pkt_drop': 3, 'distance': 31.62})
(13, 20, {'free_bw': 8.038665198678798, 'delay': 2.5031566619873047, 'loss': 6.153396247751252e-05, 'used_bw': 9.961334801321202, 'pkt_err': 0.0, 'pkt_drop': 3, 'distance': 30.0})
(24, 20, {'free_bw': 13.038155815582261, 'delay': 3.3527612686157227, 'loss': 0.00017231676016544063, 'used_bw': 9.961844184417739, 'pkt_err': 0.0, 'pkt_drop': 5, 'distance': 31.62})
(24, 19, {'free_bw': 0.0915163516364288, 'delay': 314.69690799713135, 'loss': 2.8272166768499034e-05, 'used_bw': 17.90848364836357, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 31.62})
(24, 27, {'free_bw': 1.1247247999999992, 'delay': 2.3031234741210938, 'loss': 8.861132699074036e-05, 'used_bw': 18.8752752, 'pkt_err': 0.0, 'pkt_drop': 4, 'distance': 41.23})
(24, 23, {'free_bw': 25.99985598559856, 'delay': 2.586483955383301, 'loss': 0.0, 'used_bw': 0.00014401440144014695, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 22.36})
