(4, 3, {'free_bw': 10.826608052752533, 'delay': 1.450657844543457, 'loss': 6.883276662101924e-05, 'used_bw': 7.173391947247467, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 33.54})
(4, 8, {'free_bw': 9.99990408632231, 'delay': 1.8996000289916992, 'loss': 0.0, 'used_bw': 9.591367769007878e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 5, {'free_bw': 26.999904105483967, 'delay': 2.241373062133789, 'loss': 0.0, 'used_bw': 9.589451603236036e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(4, 6, {'free_bw': 3.9016956738935065, 'delay': 3.4209489822387695, 'loss': 0.0, 'used_bw': 7.0983043261064935, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 25.0})
(3, 5, {'free_bw': 24.999904105483967, 'delay': 2.162933349609375, 'loss': 0.0, 'used_bw': 9.589451603236036e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.999856158225953, 'delay': 4.292964935302734, 'loss': 0.0, 'used_bw': 0.00014384177404854054, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 20.274256451290395, 'delay': 3.377556800842285, 'loss': 0.00010398436831974803, 'used_bw': 2.725743548709605, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 31.62})
(7, 6, {'free_bw': 10.273025805161168, 'delay': 2.56502628326416, 'loss': 0.00010398433878823957, 'used_bw': 2.7269741948388306, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 31.62})
(7, 12, {'free_bw': 12.275304365198396, 'delay': 1.9892454147338867, 'loss': 0.0, 'used_bw': 2.7246956348016034, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(7, 8, {'free_bw': 23.999952052741985, 'delay': 2.6962757110595703, 'loss': 0.0, 'used_bw': 4.794725801618018e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 10, {'free_bw': 23.999800219758267, 'delay': 1.6248226165771484, 'loss': 0.0, 'used_bw': 0.0001997802417340841, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
