(4, 3, {'free_bw': 8.037809609429141, 'delay': 0, 'loss': 0.0002021722998399587, 'used_bw': 9.962190390570859, 'pkt_err': 0.0, 'pkt_drop': 6, 'distance': 33.54})
(4, 8, {'free_bw': 9.999856071964018, 'delay': 2.855062484741211, 'loss': 0.0, 'used_bw': 0.00014392803598200742, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 5, {'free_bw': 26.999856645097065, 'delay': 2.3630857467651367, 'loss': 0.0, 'used_bw': 0.00014335490293678342, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(4, 6, {'free_bw': 1.1178556865874576, 'delay': 2.85947322845459, 'loss': 0.0, 'used_bw': 9.882144313412542, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 25.0})
(3, 5, {'free_bw': 24.999856645097065, 'delay': 0, 'loss': 0.0, 'used_bw': 0.00014335490293678342, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.999904134212102, 'delay': 0, 'loss': 0.0, 'used_bw': 9.586578789694309e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 13.244428073668562, 'delay': 6.596207618713379, 'loss': 0.0024621186565836535, 'used_bw': 9.755571926331438, 'pkt_err': 0.0, 'pkt_drop': 47, 'distance': 31.62})
(7, 6, {'free_bw': 3.242964621227568, 'delay': 4.712224006652832, 'loss': 0.0016535414355900507, 'used_bw': 9.757035378772432, 'pkt_err': 0.0, 'pkt_drop': 32, 'distance': 31.62})
(7, 12, {'free_bw': 5.241841244514713, 'delay': 1.8056631088256836, 'loss': 0.0013450387494912668, 'used_bw': 9.758158755485287, 'pkt_err': 0.0, 'pkt_drop': 26, 'distance': 30.0})
(7, 8, {'free_bw': 23.99980853609892, 'delay': 3.674626350402832, 'loss': 0.0, 'used_bw': 0.00019146390107697972, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 10, {'free_bw': 23.99990421073638, 'delay': 2.923727035522461, 'loss': 0.0, 'used_bw': 9.578926362003655e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 2, {'free_bw': 16.25343559017299, 'delay': 4.126071929931641, 'loss': 0.0006804527882149814, 'used_bw': 9.746564409827009, 'pkt_err': 0.0, 'pkt_drop': 13, 'distance': 38.08})
(8, 11, {'free_bw': 19.35693951170888, 'delay': 3.6782026290893555, 'loss': 0.0019799822659818497, 'used_bw': 9.643060488291122, 'pkt_err': 0.0, 'pkt_drop': 38, 'distance': 40.31})
(10, 9, {'free_bw': 21.158012392564736, 'delay': 2.9740333557128906, 'loss': 0.0013593883988693885, 'used_bw': 8.841987607435263, 'pkt_err': 0.0, 'pkt_drop': 21, 'distance': 31.62})
(10, 16, {'free_bw': 11.257586908800581, 'delay': 2.872467041015625, 'loss': 0.0002096107104209682, 'used_bw': 8.742413091199419, 'pkt_err': 0.0, 'pkt_drop': 3, 'distance': 41.23})
(9, 2, {'free_bw': 20.999904134212102, 'delay': 4.571795463562012, 'loss': 0.0, 'used_bw': 9.58657878969518e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.72})
(9, 1, {'free_bw': 17.159841694983285, 'delay': 0, 'loss': 0.002511205990609036, 'used_bw': 8.840158305016713, 'pkt_err': 0.0, 'pkt_drop': 39, 'distance': 31.62})
(12, 14, {'free_bw': 18.999856373429083, 'delay': 1.4418363571166992, 'loss': 0.0, 'used_bw': 0.00014362657091560865, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(12, 11, {'free_bw': 14.222531685930706, 'delay': 4.893779754638672, 'loss': 0.0013529856314284656, 'used_bw': 9.777468314069294, 'pkt_err': 0.0, 'pkt_drop': 35, 'distance': 50.0})
(12, 13, {'free_bw': 8.325531906421174, 'delay': 0, 'loss': 0.0022313783151967502, 'used_bw': 9.674468093578826, 'pkt_err': 0.0, 'pkt_drop': 42, 'distance': 31.62})
(16, 11, {'free_bw': 18.999856502242153, 'delay': 5.875110626220703, 'loss': 0.0, 'used_bw': 0.00014349775784753573, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.99})
(16, 17, {'free_bw': 8.066687108014065, 'delay': 4.294395446777344, 'loss': 0.0011876349618115975, 'used_bw': 17.933312891985935, 'pkt_err': 0.0, 'pkt_drop': 42, 'distance': 50.0})
(16, 15, {'free_bw': 24.999856530835906, 'delay': 3.912687301635742, 'loss': 0.0, 'used_bw': 0.0001434691640928527, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(11, 15, {'free_bw': 29.999856530835906, 'delay': 11.547207832336426, 'loss': 0.0, 'used_bw': 0.0001434691640928527, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(11, 14, {'free_bw': 20.530075934230055, 'delay': 3.640413284301758, 'loss': 0.0004116113232860122, 'used_bw': 9.469924065769943, 'pkt_err': 0.0, 'pkt_drop': 8, 'distance': 42.43})
(15, 14, {'free_bw': 27.999856545128512, 'delay': 1.343846321105957, 'loss': 0.0, 'used_bw': 0.00014345487148833763, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(15, 18, {'free_bw': 13.446213693153526, 'delay': 3.89862060546875, 'loss': 0.0019209530230558233, 'used_bw': 9.553786306846474, 'pkt_err': 0.0, 'pkt_drop': 46, 'distance': 20.0})
(15, 19, {'free_bw': 18.54483682008412, 'delay': 2.32851505279541, 'loss': 0.0009042865189327209, 'used_bw': 9.455163179915878, 'pkt_err': 0.0, 'pkt_drop': 25, 'distance': 53.85})
(15, 17, {'free_bw': 17.54488463837462, 'delay': 2.2846460342407227, 'loss': 0.0003000803069447122, 'used_bw': 9.455115361625383, 'pkt_err': 0.0, 'pkt_drop': 8, 'distance': 44.72})
(14, 13, {'free_bw': 18.99990443006471, 'delay': 1.730203628540039, 'loss': 0.0, 'used_bw': 9.556993529118896e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(14, 19, {'free_bw': 6.527228357464114, 'delay': 2.9665231704711914, 'loss': 0.0007333383512930075, 'used_bw': 9.472771642535886, 'pkt_err': 0.0, 'pkt_drop': 14, 'distance': 31.62})
(13, 20, {'free_bw': 0.36104264647280004, 'delay': 325.98817348480225, 'loss': 0.0004370495830510287, 'used_bw': 17.6389573535272, 'pkt_err': 0.0, 'pkt_drop': 21, 'distance': 30.0})
(24, 20, {'free_bw': 14.024833798326078, 'delay': 11.907100677490234, 'loss': 0.0006531786657447121, 'used_bw': 8.975166201673922, 'pkt_err': 0.0, 'pkt_drop': 20, 'distance': 31.62})
(24, 27, {'free_bw': 2.382850749249531, 'delay': 5.163788795471191, 'loss': 0.0003431336884463809, 'used_bw': 17.61714925075047, 'pkt_err': 0.0, 'pkt_drop': 17, 'distance': 41.23})
