(4, 3, {'free_bw': 8.037605197401408, 'delay': 1.847982406616211, 'loss': 4.149477295270753e-05, 'used_bw': 9.962394802598592, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 33.54})
(4, 8, {'free_bw': 9.99990405756546, 'delay': 0.6150007247924805, 'loss': 0.0, 'used_bw': 9.594243453927343e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 6, {'free_bw': 1.1225941623349733, 'delay': 1.085042953491211, 'loss': 0.0010729200654665772, 'used_bw': 9.877405837665027, 'pkt_err': 0.0, 'pkt_drop': 15, 'distance': 25.0})
(4, 5, {'free_bw': 26.999856100729488, 'delay': 0.7939338684082031, 'loss': 0.0, 'used_bw': 0.00014389927051063512, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(3, 5, {'free_bw': 24.999904067152993, 'delay': 2.827167510986328, 'loss': 0.0, 'used_bw': 9.593284700709008e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.99990405756546, 'delay': 4.591464996337891, 'loss': 0.0, 'used_bw': 9.594243453928216e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 13.23092315379285, 'delay': 5.88834285736084, 'loss': 0.00042111606493720977, 'used_bw': 9.76907684620715, 'pkt_err': 0.0, 'pkt_drop': 3, 'distance': 31.62})
(7, 6, {'free_bw': 3.230875187368458, 'delay': 0.7959604263305664, 'loss': 0.0011229693191291917, 'used_bw': 9.769124812631542, 'pkt_err': 0.0, 'pkt_drop': 8, 'distance': 31.62})
(7, 12, {'free_bw': 5.230132933533341, 'delay': 1.4702081680297852, 'loss': 0.0007018613654540598, 'used_bw': 9.76986706646666, 'pkt_err': 0.0, 'pkt_drop': 5, 'distance': 30.0})
(7, 8, {'free_bw': 23.99980811513092, 'delay': 1.8553733825683594, 'loss': 0.0, 'used_bw': 0.00019188486907854686, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 10, {'free_bw': 23.99990405756546, 'delay': 1.9567012786865234, 'loss': 0.0, 'used_bw': 9.594243453927343e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 2, {'free_bw': 16.231589046571475, 'delay': 1.8508434295654297, 'loss': 0.0020542576675436322, 'used_bw': 9.768410953428525, 'pkt_err': 0.0, 'pkt_drop': 12, 'distance': 38.08})
(8, 11, {'free_bw': 19.33444893064192, 'delay': 1.7905235290527344, 'loss': 0.001411446132037993, 'used_bw': 9.665551069358083, 'pkt_err': 0.0, 'pkt_drop': 8, 'distance': 40.31})
(10, 9, {'free_bw': 29.999904067152993, 'delay': 2.0341873168945312, 'loss': 0.0, 'used_bw': 9.593284700709008e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(10, 16, {'free_bw': 19.99990405756546, 'delay': 0.507354736328125, 'loss': 0.0, 'used_bw': 9.594243453928216e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(9, 2, {'free_bw': 20.999904067152993, 'delay': 5.172133445739746, 'loss': 0.0, 'used_bw': 9.593284700709008e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.72})
(9, 1, {'free_bw': 25.999904067152993, 'delay': 2.116084098815918, 'loss': 0.0, 'used_bw': 9.593284700709008e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(12, 14, {'free_bw': 18.999856071964018, 'delay': 1.784205436706543, 'loss': 0.0, 'used_bw': 0.00014392803598200742, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(12, 11, {'free_bw': 14.233150624687763, 'delay': 1.1192560195922852, 'loss': 0.00038153061608653524, 'used_bw': 9.766849375312237, 'pkt_err': 0.0, 'pkt_drop': 5, 'distance': 50.0})
(12, 13, {'free_bw': 8.319864067966122, 'delay': 1.217484474182129, 'loss': 0.0013542907624747747, 'used_bw': 9.680135932033878, 'pkt_err': 0.0, 'pkt_drop': 10, 'distance': 31.62})
