(4, 3, {'free_bw': 12.756408995502067, 'delay': 2.1064281463623047, 'loss': 0.0, 'used_bw': 5.243591004497932, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(4, 8, {'free_bw': 9.99990408632231, 'delay': 1.8597841262817383, 'loss': 0.0, 'used_bw': 9.591367769007878e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 5, {'free_bw': 26.999856115107914, 'delay': 2.098560333251953, 'loss': 0.0, 'used_bw': 0.00014388489208633364, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(4, 6, {'free_bw': 5.803054778088715, 'delay': 3.0181407928466797, 'loss': 0.0033770530947792123, 'used_bw': 5.196945221911285, 'pkt_err': 0.0, 'pkt_drop': 4, 'distance': 25.0})
(3, 5, {'free_bw': 24.999856115107914, 'delay': 2.0575523376464844, 'loss': 0.0, 'used_bw': 0.00014388489208633364, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.99980811513092, 'delay': 2.034306526184082, 'loss': 0.0, 'used_bw': 0.00019188486907854686, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 20.044454036770528, 'delay': 2.767801284790039, 'loss': 0.0014238649692757985, 'used_bw': 2.9555459632294725, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 31.62})
(7, 6, {'free_bw': 10.04300079936059, 'delay': 1.6436576843261719, 'loss': 0.002787529438000277, 'used_bw': 2.95699920063941, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 31.62})
(7, 12, {'free_bw': 12.039556622649087, 'delay': 1.753687858581543, 'loss': 0.0015976636290497732, 'used_bw': 2.9604433773509125, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 30.0})
(7, 8, {'free_bw': 23.99990408632231, 'delay': 2.6547908782958984, 'loss': 0.0, 'used_bw': 9.591367769007878e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 10, {'free_bw': 23.99980817264462, 'delay': 2.5773048400878906, 'loss': 0.0, 'used_bw': 0.00019182735538015756, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 11, {'free_bw': 27.223555555555603, 'delay': 0, 'loss': 0.0024860546945825977, 'used_bw': 1.7764444444443972, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 40.31})
(8, 2, {'free_bw': 24.20729482310611, 'delay': 3.5456418991088867, 'loss': 0.0024615254347886755, 'used_bw': 1.7927051768938893, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 38.08})
(10, 9, {'free_bw': 29.104039972019592, 'delay': 2.0067691802978516, 'loss': 0.004346799554702829, 'used_bw': 0.8959600279804082, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 31.62})
(10, 16, {'free_bw': 19.117394084732197, 'delay': 1.7534494400024414, 'loss': 0.0, 'used_bw': 0.8826059152678024, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
