(4, 3, {'free_bw': 8.037374875174878, 'delay': 1.4951229095458984, 'loss': 3.995276270337845e-05, 'used_bw': 9.962625124825122, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 33.54})
(4, 8, {'free_bw': 9.999904143784324, 'delay': 1.8601417541503906, 'loss': 0.0, 'used_bw': 9.585621567648214e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 6, {'free_bw': 1.129688666999824, 'delay': 10.72549819946289, 'loss': 0.0, 'used_bw': 9.870311333000176, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 25.0})
(4, 5, {'free_bw': 26.999856215676484, 'delay': 3.64840030670166, 'loss': 0.0, 'used_bw': 0.00014378432351472322, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(3, 5, {'free_bw': 24.999856201318156, 'delay': 2.0617246627807617, 'loss': 0.0, 'used_bw': 0.00014379868184541465, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(3, 2, {'free_bw': 22.999904134212102, 'delay': 1.9106864929199219, 'loss': 0.0, 'used_bw': 9.586578789694309e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(5, 6, {'free_bw': 22.999856215676484, 'delay': 3.575563430786133, 'loss': 0.0, 'used_bw': 0.00014378432351472322, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(7, 6, {'free_bw': 12.999904143784324, 'delay': 2.671957015991211, 'loss': 0.0, 'used_bw': 9.585621567649085e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(7, 12, {'free_bw': 14.999904143784324, 'delay': 1.2611150741577148, 'loss': 0.0, 'used_bw': 9.585621567649085e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(7, 8, {'free_bw': 23.99990394236542, 'delay': 2.787351608276367, 'loss': 0.0, 'used_bw': 9.605763458074271e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 10, {'free_bw': 23.999807903951975, 'delay': 3.677845001220703, 'loss': 0.0, 'used_bw': 0.0001920960480240141, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 2, {'free_bw': 16.24352, 'delay': 2.487659454345703, 'loss': 0.0004888040298526389, 'used_bw': 9.75648, 'pkt_err': 0.0, 'pkt_drop': 8, 'distance': 38.08})
(8, 11, {'free_bw': 19.349475032523145, 'delay': 1.5676021575927734, 'loss': 0.000297615893073647, 'used_bw': 9.650524967476855, 'pkt_err': 0.0, 'pkt_drop': 5, 'distance': 40.31})
(10, 9, {'free_bw': 21.16359807846294, 'delay': 3.612399101257324, 'loss': 0.00045205525669136373, 'used_bw': 8.836401921537062, 'pkt_err': 0.0, 'pkt_drop': 6, 'distance': 31.62})
(10, 16, {'free_bw': 11.231188394197002, 'delay': 3.011465072631836, 'loss': 8.226530101521603e-05, 'used_bw': 8.768811605802998, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 41.23})
(9, 2, {'free_bw': 20.999904, 'delay': 4.797458648681641, 'loss': 0.0, 'used_bw': 9.6e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.72})
