(2, 1, {'free_bw': 26.999904047976013, 'delay': 0.8405447006225586, 'loss': 0.0, 'used_bw': 9.595202398800495e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(2, 9, {'free_bw': 20.999800099950026, 'delay': 1.4164447784423828, 'loss': 0.0, 'used_bw': 0.00019990004997501033, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.72})
(2, 8, {'free_bw': 25.999856071964018, 'delay': 0.834345817565918, 'loss': 0.0, 'used_bw': 0.00014392803598200742, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 38.08})
(2, 3, {'free_bw': 22.999808134305987, 'delay': 1.163482666015625, 'loss': 0.0, 'used_bw': 0.00019186569401418888, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(1, 9, {'free_bw': 25.999904019196162, 'delay': 2.695918083190918, 'loss': 0.0, 'used_bw': 9.59808038392326e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(4, 3, {'free_bw': 17.999904229848365, 'delay': 2.544879913330078, 'loss': 0.0, 'used_bw': 9.57701516360745e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(4, 5, {'free_bw': 26.999904229848365, 'delay': 3.072023391723633, 'loss': 0.0, 'used_bw': 9.57701516360745e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(4, 8, {'free_bw': 9.999904229848363, 'delay': 1.2334585189819336, 'loss': 0.0, 'used_bw': 9.57701516360745e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(4, 6, {'free_bw': 10.999856344772546, 'delay': 2.678513526916504, 'loss': 0.0, 'used_bw': 0.00014365522745411174, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 25.0})
(3, 5, {'free_bw': 24.999904067152993, 'delay': 2.521634101867676, 'loss': 0.0, 'used_bw': 9.593284700709444e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(5, 6, {'free_bw': 22.99990400959904, 'delay': 2.9965639114379883, 'loss': 0.0, 'used_bw': 9.599040095990423e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(7, 6, {'free_bw': 12.999856057576968, 'delay': 2.7027130126953125, 'loss': 0.0, 'used_bw': 0.00014394242303078907, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(7, 12, {'free_bw': 14.999808459696728, 'delay': 1.7313957214355469, 'loss': 0.0, 'used_bw': 0.000191540303272149, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(7, 8, {'free_bw': 23.999904038384646, 'delay': 2.797245979309082, 'loss': 0.0, 'used_bw': 9.596161535385936e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(8, 11, {'free_bw': 28.999904019196162, 'delay': 1.7055273056030273, 'loss': 0.0, 'used_bw': 9.59808038392326e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 40.31})
(8, 10, {'free_bw': 23.99984807596202, 'delay': 0, 'loss': 0.0, 'used_bw': 0.00015192403798101127, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 46.1})
(10, 9, {'free_bw': 29.999904047976013, 'delay': 0, 'loss': 0.0, 'used_bw': 9.595202398800713e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(10, 16, {'free_bw': 19.999904047976013, 'delay': 0, 'loss': 0.0, 'used_bw': 9.595202398800713e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(12, 14, {'free_bw': 18.999856344772546, 'delay': 204.22351360321045, 'loss': 0.0, 'used_bw': 0.0001436552274541085, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.06})
(12, 13, {'free_bw': 17.999808459696727, 'delay': 1.9958019256591797, 'loss': 0.0, 'used_bw': 0.00019154030327214465, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(12, 11, {'free_bw': 23.999856344772546, 'delay': 3.0373334884643555, 'loss': 0.0, 'used_bw': 0.00014365522745411174, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(16, 11, {'free_bw': 18.999904047976013, 'delay': 1.7849206924438477, 'loss': 0.0, 'used_bw': 9.595202398800713e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.99})
(16, 17, {'free_bw': 24.26567676161917, 'delay': 2.135753631591797, 'loss': 0.0, 'used_bw': 1.73432323838083, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(16, 15, {'free_bw': 24.999856071964018, 'delay': 3.442525863647461, 'loss': 0.0, 'used_bw': 0.0001439280359820107, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(11, 15, {'free_bw': 29.999904019196162, 'delay': 2.681136131286621, 'loss': 0.0, 'used_bw': 9.59808038392326e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
